height [mm],rad [mm],Freq [GHz],"dB(S(1,1)) []"
13.8,13.4,2.82,-1.767860511
13.8,13.4,2.83,-1.843658967
13.8,13.4,2.84,-1.922215096
13.8,13.4,2.85,-2.00374196
13.8,13.4,2.86,-2.088465588
13.8,13.4,2.87,-2.176626159
13.8,13.4,2.88,-2.268479341
13.8,13.4,2.89,-2.364297779
13.8,13.4,2.9,-2.464372739
13.8,13.4,2.91,-2.569015941
13.8,13.4,2.92,-2.678561582
13.8,13.4,2.93,-2.793368582
13.8,13.4,2.94,-2.913823079
13.8,13.4,2.95,-3.040341216
13.8,13.4,2.96,-3.173372249
13.8,13.4,2.97,-3.313402035
13.8,13.4,2.98,-3.460956967
13.8,13.4,2.99,-3.616608414
13.8,13.4,3,-3.780977775
13.8,13.4,3.01,-3.954742254
13.8,13.4,3.02,-4.138641488
13.8,13.4,3.03,-4.333485214
13.8,13.4,3.04,-4.540162179
13.8,13.4,3.05,-4.759650586
13.8,13.4,3.06,-4.993030409
13.8,13.4,3.07,-5.241498035
13.8,13.4,3.08,-5.506383826
13.8,13.4,3.09,-5.789173347
13.8,13.4,3.1,-6.091533267
13.8,13.4,3.11,-6.415343292
13.8,13.4,3.12,-6.762735896
13.8,13.4,3.13,-7.136146346
13.8,13.4,3.14,-7.538376367
13.8,13.4,3.15,-7.972676229
13.8,13.4,3.16,-8.442851958
13.8,13.4,3.17,-8.953407442
13.8,13.4,3.18,-9.509735768
13.8,13.4,3.19,-10.11838136
13.8,13.4,3.2,-10.78740608
13.8,13.4,3.21,-11.52691149
13.8,13.4,3.22,-12.34980164
13.8,13.4,3.23,-13.272926
13.8,13.4,3.24,-14.31883951
13.8,13.4,3.25,-15.51858555
13.8,13.4,3.26,-16.91617948
13.8,13.4,3.27,-18.57573423
13.8,13.4,3.28,-20.59112467
13.8,13.4,3.29,-23.08537662
13.8,13.4,3.3,-26.08311509
13.8,13.4,3.31,-28.57675692
13.8,13.4,3.32,-27.73926627
13.8,13.4,3.33,-24.76840306
13.8,13.4,3.34,-21.99351418
13.8,13.4,3.35,-19.74876919
13.8,13.4,3.36,-17.92733448
13.8,13.4,3.37,-16.41629982
13.8,13.4,3.38,-15.13599619
13.8,13.4,3.39,-14.03217586
13.8,13.4,3.4,-13.06718896
13.8,13.4,3.41,-12.21413084
13.8,13.4,3.42,-11.45320756
13.8,13.4,3.43,-10.76946565
13.8,13.4,3.44,-10.15134006
13.8,13.4,3.45,-9.589699683
13.8,13.4,3.46,-9.077203012
13.8,13.4,3.47,-8.607852218
13.8,13.4,3.48,-8.176677467
13.8,13.4,3.49,-7.779508887
13.8,13.4,3.5,-7.412808755
13.8,13.4,3.51,-7.073545941
13.8,13.4,3.52,-6.759100503
13.8,13.4,3.53,-6.467190196
13.8,13.4,3.54,-6.195813095
13.8,13.4,3.55,-5.943202288
13.8,13.4,3.56,-5.707789678
13.8,13.4,3.57,-5.488176759
13.8,13.4,3.58,-5.283110795
13.8,13.4,3.59,-5.091465217
13.8,13.4,3.6,-4.91222335
13.8,13.4,3.61,-4.74446479
13.8,13.4,3.62,-4.587353913
13.8,13.4,3.63,-4.440130115
13.8,13.4,3.64,-4.302099457
13.8,13.4,3.65,-4.172627472
13.8,13.4,3.66,-4.051132938
13.8,13.4,3.67,-3.937082452
13.8,13.4,3.68,-3.829985684
13.8,13.4,3.69,-3.729391201
13.8,13.4,3.7,-3.634882778
13.8,13.4,3.71,-3.546076133
13.8,13.4,3.72,-3.462616017
13.8,13.4,3.73,-3.384173614
13.8,13.4,3.74,-3.310444223
13.8,13.4,3.75,-3.241145165
13.8,13.4,3.76,-3.176013907
13.8,13.4,3.77,-3.114806372
13.8,13.4,3.78,-3.057295398
13.8,13.4,3.79,-3.003269363
13.8,13.4,3.8,-2.95253092
13.8,13.4,3.81,-2.904895857
13.8,13.4,3.82,-2.860192058
13.8,13.4,3.83,-2.81825856
13.8,13.4,3.84,-2.778944685
13.8,13.4,3.85,-2.742109259
13.8,13.4,3.86,-2.70761989
13.8,13.4,3.87,-2.675352314
13.8,13.4,3.88,-2.645189792
13.8,13.4,3.89,-2.617022566
13.8,13.4,3.9,-2.590747353
13.8,13.4,3.91,-2.566266888
13.8,13.4,3.92,-2.543489504
13.8,13.4,3.93,-2.522328751
13.8,13.4,3.94,-2.502703041
13.8,13.4,3.95,-2.484535333
13.8,13.4,3.96,-2.467752839
13.8,13.4,3.97,-2.452286759
13.8,13.4,3.98,-2.438072044
13.8,13.4,3.99,-2.425047173
13.8,13.4,4,-2.413153962
13.8,13.4,4.01,-2.402337383
13.8,13.4,4.02,-2.392545409
13.8,13.4,4.03,-2.383728875
13.8,13.4,4.04,-2.375841353
13.8,13.4,4.05,-2.368839043
13.8,13.4,4.06,-2.362680688
13.8,13.4,4.07,-2.35732749
13.8,13.4,4.08,-2.352743049
13.8,13.4,4.09,-2.348893315
13.8,13.4,4.1,-2.345746551
13.8,13.4,4.11,-2.343273306
13.8,13.4,4.12,-2.341446407
13.8,13.4,4.13,-2.340240957
13.8,13.4,4.14,-2.33963435
13.8,13.4,4.15,-2.339606292
13.8,13.4,4.16,-2.34013884
13.8,13.4,4.17,-2.341216443
13.8,13.4,4.18,-2.342826003
13.8,13.4,4.19,-2.344956945
13.8,13.4,4.2,-2.347601289
13.8,13.4,4.21,-2.350753745
13.8,13.4,4.22,-2.354411809
13.8,13.4,4.23,-2.358575873
13.8,13.4,4.24,-2.363249338
13.8,13.4,4.25,-2.368438749
13.8,13.4,4.26,-2.374153921
13.8,13.4,4.27,-2.380408088
13.8,13.4,4.28,-2.387218048
13.8,13.4,4.29,-2.39460432
13.8,13.4,4.3,-2.402591302
13.8,13.4,4.31,-2.411207437
13.8,13.4,4.32,-2.420485374
13.8,13.4,4.33,-2.43046214
13.8,13.4,4.34,-2.441179296
13.8,13.4,4.35,-2.452683103
13.8,13.4,4.36,-2.465024674
13.8,13.4,4.37,-2.478260114
13.8,13.4,4.38,-2.49245066
13.8,13.4,4.39,-2.507662789
13.8,13.4,4.4,-2.52396832
13.8,13.4,4.41,-2.541444482
13.8,13.4,4.42,-2.560173961
13.8,13.4,4.43,-2.580244912
13.8,13.4,4.44,-2.601750931
13.8,13.4,4.45,-2.624790986
13.8,13.4,4.46,-2.649469297
13.8,13.4,4.47,-2.675895171
13.8,13.4,4.48,-2.704182765
13.8,13.4,4.49,-2.734450799
13.8,13.4,4.5,-2.766822189
13.8,13.4,4.51,-2.801423622
13.8,13.4,4.52,-2.838385037
13.8,13.4,4.53,-2.87783905
13.8,13.4,4.54,-2.919920285
13.8,13.4,4.55,-2.964764631
13.8,13.4,4.56,-3.012508428
13.8,13.4,4.57,-3.063287573
13.8,13.4,4.58,-3.117236563
13.8,13.4,4.59,-3.174487481
13.8,13.4,4.6,-3.235168925
13.8,13.4,4.61,-3.299404908
13.8,13.4,4.62,-3.367313724
13.8,13.4,4.63,-3.439006814
13.8,13.4,4.64,-3.51458763
13.8,13.4,4.65,-3.594150537
13.8,13.4,4.66,-3.677779747
13.8,13.4,4.67,-3.765548325
13.8,13.4,4.68,-3.857517274
13.8,13.4,4.69,-3.953734716
13.8,13.4,4.7,-4.0542352
13.8,13.4,4.71,-4.159039128
13.8,13.4,4.72,-4.268152327
13.8,13.4,4.73,-4.381565777
13.8,13.4,4.74,-4.499255486
13.8,13.4,4.75,-4.621182527
13.8,13.4,4.76,-4.747293231
13.8,13.4,4.77,-4.877519529
13.8,13.4,4.78,-5.011779435
13.8,13.4,4.79,-5.149977665
13.8,13.4,4.8,-5.29200636
13.8,13.4,4.81,-5.437745925
13.8,13.4,4.82,-5.587065936
13.8,13.4,4.83,-5.739826121
13.8,13.4,4.84,-5.895877378
13.8,13.4,4.85,-6.055062824
13.8,13.4,4.86,-6.217218855
13.8,13.4,4.87,-6.382176187
13.8,13.4,4.88,-6.549760888
13.8,13.4,4.89,-6.719795359
13.8,13.4,4.9,-6.892099276
13.8,13.4,4.91,-7.066490471
13.8,13.4,4.92,-7.242785747
13.8,13.4,4.93,-7.420801623
13.8,13.4,4.94,-7.600355008
13.8,13.4,4.95,-7.781263794
13.8,13.4,4.96,-7.96334738
13.8,13.4,4.97,-8.14642712
13.8,13.4,4.98,-8.330326694
13.8,13.4,4.99,-8.514872426
13.8,13.4,5,-8.699893525
14,13.4,1,-0.5009241256
14,13.4,1.01,-0.4968066756
14,13.4,1.02,-0.4927537911
14,13.4,1.03,-0.4887662016
14,13.4,1.04,-0.4848446164
14,13.4,1.05,-0.4809897255
14,13.4,1.06,-0.4772022009
14,13.4,1.07,-0.4734826977
14,13.4,1.08,-0.4698318555
14,13.4,1.09,-0.4662502987
14,13.4,1.1,-0.4627386387
14,13.4,1.11,-0.4592974738
14,13.4,1.12,-0.4559273912
14,13.4,1.13,-0.4526289674
14,13.4,1.14,-0.4494027693
14,13.4,1.15,-0.4462493555
14,13.4,1.16,-0.4431692767
14,13.4,1.17,-0.4401630773
14,13.4,1.18,-0.4372312955
14,13.4,1.19,-0.434374465
14,13.4,1.2,-0.4315931153
14,13.4,1.21,-0.4288877731
14,13.4,1.22,-0.4262589625
14,13.4,1.23,-0.4237072064
14,13.4,1.24,-0.4212330271
14,13.4,1.25,-0.4188369471
14,13.4,1.26,-0.4165194898
14,13.4,1.27,-0.4142811808
14,13.4,1.28,-0.4121225479
14,13.4,1.29,-0.4100441225
14,13.4,1.3,-0.4080464402
14,13.4,1.31,-0.4061300415
14,13.4,1.32,-0.4042954724
14,13.4,1.33,-0.4025432857
14,13.4,1.34,-0.4008740411
14,13.4,1.35,-0.3992883063
14,13.4,1.36,-0.3977866579
14,13.4,1.37,-0.3963696817
14,13.4,1.38,-0.3950379737
14,13.4,1.39,-0.3937921412
14,13.4,1.4,-0.3926328028
14,13.4,1.41,-0.3915605899
14,13.4,1.42,-0.3905761468
14,13.4,1.43,-0.3896801323
14,13.4,1.44,-0.3888732196
14,13.4,1.45,-0.3881560977
14,13.4,1.46,-0.387529472
14,13.4,1.47,-0.386994065
14,13.4,1.48,-0.3865506176
14,13.4,1.49,-0.386199889
14,13.4,1.5,-0.3859426588
14,13.4,1.51,-0.3857797268
14,13.4,1.52,-0.3857119145
14,13.4,1.53,-0.3857400656
14,13.4,1.54,-0.3858650473
14,13.4,1.55,-0.3860877511
14,13.4,1.56,-0.3864090935
14,13.4,1.57,-0.3868300173
14,13.4,1.58,-0.3873514926
14,13.4,1.59,-0.3879745175
14,13.4,1.6,-0.3887001194
14,13.4,1.61,-0.3895293559
14,13.4,1.62,-0.3904633159
14,13.4,1.63,-0.3915031208
14,13.4,1.64,-0.3926499255
14,13.4,1.65,-0.3939049192
14,13.4,1.66,-0.3952693271
14,13.4,1.67,-0.396744411
14,13.4,1.68,-0.3983314708
14,13.4,1.69,-0.4000318453
14,13.4,1.7,-0.4018469135
14,13.4,1.71,-0.4037780956
14,13.4,1.72,-0.4058268541
14,13.4,1.73,-0.4079946947
14,13.4,1.74,-0.4102831677
14,13.4,1.75,-0.4126938682
14,13.4,1.76,-0.4152284377
14,13.4,1.77,-0.4178885643
14,13.4,1.78,-0.4206759837
14,13.4,1.79,-0.4235924793
14,13.4,1.8,-0.4266398828
14,13.4,1.81,-0.4298200744
14,13.4,1.82,-0.4331349821
14,13.4,1.83,-0.4365865818
14,13.4,1.84,-0.4401768963
14,13.4,1.85,-0.4439079938
14,13.4,1.86,-0.4477819865
14,13.4,1.87,-0.4518010279
14,13.4,1.88,-0.4559673102
14,13.4,1.89,-0.4602830597
14,13.4,1.9,-0.4647505327
14,13.4,1.91,-0.4693720088
14,13.4,1.92,-0.4741497838
14,13.4,1.93,-0.479086161
14,13.4,1.94,-0.4841834399
14,13.4,1.95,-0.4894439031
14,13.4,1.96,-0.4948698013
14,13.4,1.97,-0.5004633339
14,13.4,1.98,-0.5062266274
14,13.4,1.99,-0.5121617085
14,13.4,2,-0.518270473
14,13.4,2.01,-0.5245546483
14,13.4,2.02,-0.5310157499
14,13.4,2.03,-0.5376550285
14,13.4,2.04,-0.5444734089
14,13.4,2.05,-0.5514714166
14,13.4,2.06,-0.5586490913
14,13.4,2.07,-0.566005885
14,13.4,2.08,-0.5735405404
14,13.4,2.09,-0.581250948
14,13.4,2.1,-0.5891339765
14,13.4,2.11,-0.5971852711
14,13.4,2.12,-0.6053990158
14,13.4,2.13,-0.6137676508
14,13.4,2.14,-0.6222815369
14,13.4,2.15,-0.6309285588
14,13.4,2.16,-0.6396936535
14,13.4,2.17,-0.648558251
14,13.4,2.18,-0.6574996124
14,13.4,2.19,-0.6664900449
14,13.4,2.2,-0.6754959746
14,13.4,2.21,-0.6844768525
14,13.4,2.22,-0.6933838665
14,13.4,2.23,-0.7021584339
14,13.4,2.24,-0.7107304448
14,13.4,2.25,-0.7190162316
14,13.4,2.26,-0.7269162463
14,13.4,2.27,-0.7343124422
14,13.4,2.28,-0.7410653794
14,13.4,2.29,-0.7470111192
14,13.4,2.3,-0.7519580328
14,13.4,2.31,-0.7556837523
14,13.4,2.32,-0.7579326334
14,13.4,2.33,-0.7584142965
14,13.4,2.34,-0.756804083
