"height [mm]","rad [mm]","w1 [mm]","w2 [mm]","Freq [GHz]","dB(S(1,1)) []"
13.8,13,3,3,2.57,-0.337427937563801
13.8,13,3,3,2.58,-0.33735155334726
13.8,13,3,3,2.59,-0.344618333397524
13.8,13,3,3,2.6,-0.358455226027864
13.8,13,3,3,2.61,-0.378012073115791
13.8,13,3,3,2.62,-0.402441127560205
13.8,13,3,3,2.63,-0.430951067787714
13.8,13,3,3,2.64,-0.462838365604323
13.8,13,3,3,2.65,-0.497501083604598
13.8,13,3,3,2.66,-0.534440483024168
13.8,13,3,3,2.67,-0.573255089337208
13.8,13,3,3,2.68,-0.613630752847256
13.8,13,3,3,2.69,-0.655329146239938
13.8,13,3,3,2.7,-0.698176237618076
13.8,13,3,3,2.71,-0.742051610092566
13.8,13,3,3,2.72,-0.786879045355919
13.8,13,3,3,2.73,-0.832618502705522
13.8,13,3,3,2.74,-0.87925945903824
13.8,13,3,3,2.75,-0.926815489508282
13.8,13,3,3,2.76,-0.975319932971744
13.8,13,3,3,2.77,-1.02482248028608
13.8,13,3,3,2.78,-1.07538653338191
13.8,13,3,3,2.79,-1.12708720030104
13.8,13,3,3,2.8,-1.18000981109582
13.8,13,3,3,2.81,-1.23424885885447
13.8,13,3,3,2.82,-1.28990728779087
13.8,13,3,3,2.83,-1.34709606576991
13.8,13,3,3,2.84,-1.40593399175144
13.8,13,3,3,2.85,-1.46654769957974
13.8,13,3,3,2.86,-1.52907182858644
13.8,13,3,3,2.87,-1.59364933890441
13.8,13,3,3,2.88,-1.66043195549673
13.8,13,3,3,2.89,-1.72958072994778
13.8,13,3,3,2.9,-1.80126671327276
13.8,13,3,3,2.91,-1.87567173657259
13.8,13,3,3,2.92,-1.95298929946238
13.8,13,3,3,2.93,-2.03342556897549
13.8,13,3,3,2.94,-2.11720049421895
13.8,13,3,3,2.95,-2.20454904454027
13.8,13,3,3,2.96,-2.29572258146561
13.8,13,3,3,2.97,-2.39099037728902
13.8,13,3,3,2.98,-2.49064129603492
13.8,13,3,3,2.99,-2.59498565569912
13.8,13,3,3,3,-2.70435729432815
13.8,13,3,3,3.01,-2.81911586677764
13.8,13,3,3,3.02,-2.93964940408936
13.8,13,3,3,3.03,-3.0663771735782
13.8,13,3,3,3.04,-3.19975288522747
13.8,13,3,3,3.05,-3.34026829923591
13.8,13,3,3,3.06,-3.48845730104338
13.8,13,3,3,3.07,-3.6449005245352
13.8,13,3,3,3.08,-3.81023062224816
13.8,13,3,3,3.09,-3.9851383044134
13.8,13,3,3,3.1,-4.1703792981003
13.8,13,3,3,3.11,-4.36678241563057
13.8,13,3,3,3.12,-4.57525897061386
13.8,13,3,3,3.13,-4.79681384426453
13.8,13,3,3,3.14,-5.03255858943322
13.8,13,3,3,3.15,-5.2837270725106
13.8,13,3,3,3.16,-5.55169430466198
13.8,13,3,3,3.17,-5.83799931899744
13.8,13,3,3,3.18,-6.14437323152834
13.8,13,3,3,3.19,-6.47277401403575
13.8,13,3,3,3.2,-6.82543005579255
13.8,13,3,3,3.21,-7.20489537424394
13.8,13,3,3,3.22,-7.61412047056434
13.8,13,3,3,3.23,-8.05654450304946
13.8,13,3,3,3.24,-8.53621697720308
13.8,13,3,3,3.25,-9.05796104095294
13.8,13,3,3,3.26,-9.62759661286044
13.8,13,3,3,3.27,-10.2522515347044
13.8,13,3,3,3.28,-10.9408056242806
13.8,13,3,3,3.29,-11.7045414571006
13.8,13,3,3,3.3,-12.558128042571
13.8,13,3,3,3.31,-13.5211627414661
13.8,13,3,3,3.32,-14.6206953684604
13.8,13,3,3,3.33,-15.8955827091011
13.8,13,3,3,3.34,-17.4045002267988
13.8,13,3,3,3.35,-19.2419051430063
13.8,13,3,3,3.36,-21.5730865155666
13.8,13,3,3,3.37,-24.7191579565496
13.8,13,3,3,3.38,-29.3368889658594
13.8,13,3,3,3.39,-34.629976802124
13.8,13,3,3,3.4,-30.4201283668781
13.8,13,3,3,3.41,-25.468699179312
13.8,13,3,3,3.42,-22.1406738365406
13.8,13,3,3,3.43,-19.715751521662
13.8,13,3,3,3.44,-17.8274793990758
13.8,13,3,3,3.45,-16.2908580240461
13.8,13,3,3,3.46,-15.0020095163711
13.8,13,3,3,3.47,-13.8972717038079
13.8,13,3,3,3.48,-12.9349212513075
13.8,13,3,3,3.49,-12.0861498472211
13.8,13,3,3,3.5,-11.3302241590152
13.8,13,3,3,3.51,-10.6517102149246
13.8,13,3,3,3.52,-10.0387926538711
13.8,13,3,3,3.53,-9.48221024704576
13.8,13,3,3,3.54,-8.97455593399675
13.8,13,3,3,3.55,-8.50980166193315
13.8,13,3,3,3.56,-8.08296688994658
13.8,13,3,3,3.57,-7.68988176163373
13.8,13,3,3,3.58,-7.32701434197339
13.8,13,3,3,3.59,-6.99134223014487
13.8,13,3,3,3.6,-6.68025554951852
13.8,13,3,3,3.61,-6.39148253347554
13.8,13,3,3,3.62,-6.12303165249962
13.8,13,3,3,3.63,-5.87314603120449
13.8,13,3,3,3.64,-5.64026712082088
13.8,13,3,3,3.65,-5.42300542895445
13.8,13,3,3,3.66,-5.22011669271857
13.8,13,3,3,3.67,-5.03048229572201
13.8,13,3,3,3.68,-4.85309302727861
13.8,13,3,3,3.69,-4.68703549901902
13.8,13,3,3,3.7,-4.53148069368337
13.8,13,3,3,3.71,-4.38567423958437
13.8,13,3,3,3.72,-4.24892809337941
13.8,13,3,3,3.73,-4.12061338133862
13.8,13,3,3,3.74,-4.00015420090485
13.8,13,3,3,3.75,-3.88702222408391
13.8,13,3,3,3.76,-3.78073197503583
13.8,13,3,3,3.77,-3.68083667832939
13.8,13,3,3,3.78,-3.58692459327585
13.8,13,3,3,3.79,-3.49861576476958
13.8,13,3,3,3.8,-3.41555913303038
13.8,13,3,3,3.81,-3.33742995424327
13.8,13,3,3,3.82,-3.2639274918432
13.8,13,3,3,3.83,-3.19477294448905
13.8,13,3,3,3.84,-3.12970758191861
13.8,13,3,3,3.85,-3.06849106410882
13.8,13,3,3,3.86,-3.01089992266682
13.8,13,3,3,3.87,-2.95672618629115
13.8,13,3,3,3.88,-2.90577613458029
13.8,13,3,3,3.89,-2.85786916651821
13.8,13,3,3,3.9,-2.81283677170242
13.8,13,3,3,3.91,-2.77052159385734
13.8,13,3,3,3.92,-2.73077657743801
13.8,13,3,3,3.93,-2.6934641892143
13.8,13,3,3,3.94,-2.65845570766172
13.8,13,3,3,3.95,-2.62563057379613
13.8,13,3,3,3.96,-2.59487579779669
13.8,13,3,3,3.97,-2.56608541637771
13.8,13,3,3,3.98,-2.53915999641223
13.8,13,3,3,3.99,-2.51400618078606
13.8,13,3,3,4,-2.49053627288182
13.8,13,3,3,4.01,-2.46866785646506
13.8,13,3,3,4.02,-2.44832344807525
13.8,13,3,3,4.03,-2.42943017931901
13.8,13,3,3,4.04,-2.41191950672571
13.8,13,3,3,4.05,-2.39572694706074
13.8,13,3,3,4.06,-2.38079183620225
13.8,13,3,3,4.07,-2.36705710987641
13.8,13,3,3,4.08,-2.3544691047161
13.8,13,3,3,4.09,-2.34297737826125
13.8,13,3,3,4.1,-2.33253454665642
13.8,13,3,3,4.11,-2.32309613892641
13.8,13,3,3,4.12,-2.31462046682173
13.8,13,3,3,4.13,-2.30706850932794
13.8,13,3,3,4.14,-2.30040381102313
13.8,13,3,3,4.15,-2.29459239355028
13.8,13,3,3,4.16,-2.2896026795443
13.8,13,3,3,4.17,-2.28540542841948
13.8,13,3,3,4.18,-2.2819736834813
13.8,13,3,3,4.19,-2.27928272987808
13.8,13,3,3,4.2,-2.27731006295244
13.8,13,3,3,4.21,-2.27603536659155
13.8,13,3,3,4.22,-2.27544050120712
13.8,13,3,3,4.23,-2.27550950100209
13.8,13,3,3,4.24,-2.27622858020162
13.8,13,3,3,4.25,-2.27758614793939
13.8,13,3,3,4.26,-2.27957283149821
13.8,13,3,3,4.27,-2.28218150760523
13.8,13,3,3,4.28,-2.28540734147654
13.8,13,3,3,4.29,-2.28924783329388
13.8,13,3,3,4.3,-2.29370287177659
13.8,13,3,3,4.31,-2.29877479448479
13.8,13,3,3,4.32,-2.30446845445499
13.8,13,3,3,4.33,-2.3107912927258
13.8,13,3,3,4.34,-2.31775341625926
13.8,13,3,3,4.35,-2.32536768070229
13.8,13,3,3,4.36,-2.33364977736174
13.8,13,3,3,4.37,-2.34261832368625
13.8,13,3,3,4.38,-2.35229495645759
13.8,13,3,3,4.39,-2.36270442679337
13.8,13,3,3,4.4,-2.37387469595271
13.8,13,3,3,4.41,-2.38583703081587
13.8,13,3,3,4.42,-2.39862609777917
13.8,13,3,3,4.43,-2.41228005366874
13.8,13,3,3,4.44,-2.42684063213062
13.8,13,3,3,4.45,-2.44235322380425
13.8,13,3,3,4.46,-2.45886694843104
13.8,13,3,3,4.47,-2.47643471689393
13.8,13,3,3,4.48,-2.49511328102994
13.8,13,3,3,4.49,-2.51496326891002
13.8,13,3,3,4.5,-2.53604920314246
13.8,13,3,3,4.51,-2.55843949963525
13.8,13,3,3,4.52,-2.58220644415169
13.8,13,3,3,4.53,-2.60742614392305
13.8,13,3,3,4.54,-2.63417845154476
13.8,13,3,3,4.55,-2.66254685839109
13.8,13,3,3,4.56,-2.69261835484156
13.8,13,3,3,4.57,-2.72448325473126
13.8,13,3,3,4.58,-2.75823498162407
13.8,13,3,3,4.59,-2.79396981477014
13.8,13,3,3,4.6,-2.83178659295291
13.8,13,3,3,4.61,-2.87178637486355
13.8,13,3,3,4.62,-2.91407205516286
13.8,13,3,3,4.63,-2.95874793600511
13.8,13,3,3,4.64,-3.00591925450205
13.8,13,3,3,4.65,-3.05569166739312
13.8,13,3,3,4.66,-3.10817069504924
13.8,13,3,3,4.67,-3.1634611278599
13.8,13,3,3,4.68,-3.22166639901668
13.8,13,3,3,4.69,-3.28288792868962
13.8,13,3,3,4.7,-3.34722444556717
13.8,13,3,3,4.71,-3.41477129266748
13.8,13,3,3,4.72,-3.48561972519364
13.8,13,3,3,4.73,-3.55985620896495
13.8,13,3,3,4.74,-3.63756172857436
13.8,13,3,3,4.75,-3.71881111486747
13.8,13,3,3,4.76,-3.80367240157999
13.8,13,3,3,4.77,-3.89220622098411
13.8,13,3,3,4.78,-3.98446524816286
13.8,13,3,3,4.79,-4.08049370304555
13.8,13,3,3,4.8,-4.18032691859639
13.8,13,3,3,4.81,-4.28399098256529
13.8,13,3,3,4.82,-4.39150245900216
13.8,13,3,3,4.83,-4.5028681943375
13.8,13,3,3,4.84,-4.6180852112807
13.8,13,3,3,4.85,-4.73714069213032
13.8,13,3,3,4.86,-4.8600120513789
13.8,13,3,3,4.87,-4.9866670957849
13.8,13,3,3,4.88,-5.11706426842706
13.8,13,3,3,4.89,-5.25115297170711
13.8,13,3,3,4.9,-5.38887396286946
13.8,13,3,3,4.91,-5.53015981440168
13.8,13,3,3,4.92,-5.67493543069727
13.8,13,3,3,4.93,-5.82311861162415
13.8,13,3,3,4.94,-5.97462065315673
13.8,13,3,3,4.95,-6.12934697499939
13.8,13,3,3,4.96,-6.28719776514214
13.8,13,3,3,4.97,-6.44806863153051
13.8,13,3,3,4.98,-6.61185125147401
13.8,13,3,3,4.99,-6.77843401003393
13.8,13,3,3,5,-6.94770261938551
14.2,13,2,2,1,-0.544848053618224
14.2,13,2,2,1.01,-0.541831125716648
14.2,13,2,2,1.02,-0.538819482238623
14.2,13,2,2,1.03,-0.535814804269176
14.2,13,2,2,1.04,-0.532818785196411
14.2,13,2,2,1.05,-0.529833129098637
14.2,13,2,2,1.06,-0.526859549128825
14.2,13,2,2,1.07,-0.523899765900982
14.2,13,2,2,1.08,-0.520955505882896
14.2,13,2,2,1.09,-0.518028499799758
14.2,13,2,2,1.1,-0.515120481053069
14.2,13,2,2,1.11,-0.512233184159216
14.2,13,2,2,1.12,-0.509368343211887
14.2,13,2,2,1.13,-0.506527690372615
14.2,13,2,2,1.14,-0.503712954393349
14.2,13,2,2,1.15,-0.500925859175094
14.2,13,2,2,1.16,-0.498168122366273
14.2,13,2,2,1.17,-0.495441454004535
14.2,13,2,2,1.18,-0.492747555205348
14.2,13,2,2,1.19,-0.490088116900769
14.2,13,2,2,1.2,-0.487464818631365
14.2,13,2,2,1.21,-0.484879327394329
14.2,13,2,2,1.22,-0.482333296550352
14.2,13,2,2,1.23,-0.479828364791883
14.2,13,2,2,1.24,-0.477366155175062
14.2,13,2,2,1.25,-0.474948274217353
14.2,13,2,2,1.26,-0.472576311062903
14.2,13,2,2,1.27,-0.470251836717195
14.2,13,2,2,1.28,-0.46797640335259
14.2,13,2,2,1.29,-0.465751543685957
14.2,13,2,2,1.3,-0.463578770429515
14.2,13,2,2,1.31,-0.461459575815792
14.2,13,2,2,1.32,-0.459395431197331
14.2,13,2,2,1.33,-0.457387786721728
14.2,13,2,2,1.34,-0.455438071082266
14.2,13,2,2,1.35,-0.453547691344372
14.2,13,2,2,1.36,-0.451718032847787
14.2,13,2,2,1.37,-0.449950459184407
14.2,13,2,2,1.38,-0.448246312251344
14.2,13,2,2,1.39,-0.446606912378891
14.2,13,2,2,1.4,-0.445033558532689
14.2,13,2,2,1.41,-0.443527528589422
14.2,13,2,2,1.42,-0.442090079685305
14.2,13,2,2,1.43,-0.440722448636249
14.2,13,2,2,1.44,-0.439425852428917
14.2,13,2,2,1.45,-0.43820148878136
14.2,13,2,2,1.46,-0.437050536772172
14.2,13,2,2,1.47,-0.435974157536918
14.2,13,2,2,1.48,-0.434973495030409
14.2,13,2,2,1.49,-0.434049676853598
14.2,13,2,2,1.5,-0.433203815143587
14.2,13,2,2,1.51,-0.432437007525317
14.2,13,2,2,1.52,-0.431750338123448
14.2,13,2,2,1.53,-0.431144878632873
14.2,13,2,2,1.54,-0.430621689446326
14.2,13,2,2,1.55,-0.430181820837423
14.2,13,2,2,1.56,-0.429826314197572
14.2,13,2,2,1.57,-0.429556203324953
14.2,13,2,2,1.58,-0.429372515763973
14.2,13,2,2,1.59,-0.42927627419324
14.2,13,2,2,1.6,-0.429268497860346
14.2,13,2,2,1.61,-0.429350204061392
14.2,13,2,2,1.62,-0.429522409663256
14.2,13,2,2,1.63,-0.429786132666381
14.2,13,2,2,1.64,-0.430142393805785
14.2,13,2,2,1.65,-0.430592218187674
14.2,13,2,2,1.66,-0.431136636958911
14.2,13,2,2,1.67,-0.431776689006282
14.2,13,2,2,1.68,-0.432513422682052
14.2,13,2,2,1.69,-0.433347897552055
14.2,13,2,2,1.7,-0.434281186161833
14.2,13,2,2,1.71,-0.435314375815986
14.2,13,2,2,1.72,-0.436448570364897
14.2,13,2,2,1.73,-0.437684891992352
14.2,13,2,2,1.74,-0.439024482996467
14.2,13,2,2,1.75,-0.440468507555054
14.2,13,2,2,1.76,-0.442018153465252
14.2,13,2,2,1.77,-0.443674633845469
14.2,13,2,2,1.78,-0.445439188785636
14.2,13,2,2,1.79,-0.447313086929563
14.2,13,2,2,1.8,-0.449297626970187
14.2,13,2,2,1.81,-0.451394139035356
14.2,13,2,2,1.82,-0.45360398593789
14.2,13,2,2,1.83,-0.455928564258939
14.2,13,2,2,1.84,-0.458369305228444
14.2,13,2,2,1.85,-0.460927675359938
14.2,13,2,2,1.86,-0.463605176789435
14.2,13,2,2,1.87,-0.466403347259232
14.2,13,2,2,1.88,-0.469323759676801
14.2,13,2,2,1.89,-0.472368021166445
14.2,13,2,2,1.9,-0.475537771516533
14.2,13,2,2,1.91,-0.478834680907388
14.2,13,2,2,1.92,-0.482260446783996
14.2,13,2,2,1.93,-0.485816789712623
14.2,13,2,2,1.94,-0.489505448030654
14.2,13,2,2,1.95,-0.493328171063388
14.2,13,2,2,1.96,-0.497286710638969
14.2,13,2,2,1.97,-0.501382810581735
14.2,13,2,2,1.98,-0.505618193803171
14.2,13,2,2,1.99,-0.509994546536273
14.2,13,2,2,2,-0.514513499170981
14.2,13,2,2,2.01,-0.519176603041901
14.2,13,2,2,2.02,-0.523985302391275
14.2,13,2,2,2.03,-0.528940900575059
14.2,13,2,2,2.04,-0.534044519392038
14.2,13,2,2,2.05,-0.539297050188321
14.2,13,2,2,2.06,-0.544699095112796
14.2,13,2,2,2.07,-0.55025089656288
14.2,13,2,2,2.08,-0.555952252450279
14.2,13,2,2,2.09,-0.561802414417152
14.2,13,2,2,2.1,-0.567799965523926
14.2,13,2,2,2.11,-0.573942673186304
14.2,13,2,2,2.12,-0.580227312230607
14.2,13,2,2,2.13,-0.586649451827654
14.2,13,2,2,2.14,-0.593203198712069
14.2,13,2,2,2.15,-0.599880887445233
14.2,13,2,2,2.16,-0.606672706476172
14.2,13,2,2,2.17,-0.613566246328283
14.2,13,2,2,2.18,-0.620545953317485
14.2,13,2,2,2.19,-0.627592468715637
14.2,13,2,2,2.2,-0.634681829147007
14.2,13,2,2,2.21,-0.641784499208346
14.2,13,2,2,2.22,-0.64886420185736
14.2,13,2,2,2.23,-0.655876506155352
14.2,13,2,2,2.24,-0.662767125815601
14.2,13,2,2,2.25,-0.669469876380371
14.2,13,2,2,2.26,-0.675904234975864
14.2,13,2,2,2.27,-0.681972446639066
14.2,13,2,2,2.28,-0.687556128769841
14.2,13,2,2,2.29,-0.692512346122169
14.2,13,2,2,2.3,-0.696669171937084
14.2,13,2,2,2.31,-0.699820829956456
14.2,13,2,2,2.32,-0.701722646887252
14.2,13,2,2,2.33,-0.70208626251171
14.2,13,2,2,2.34,-0.700575879291446
14.2,13,2,2,2.35,-0.696806822183541
14.2,13,2,2,2.36,-0.690348349932998
14.2,13,2,2,2.37,-0.680733500505953
14.2,13,2,2,2.38,-0.667479662734687
14.2,13,2,2,2.39,-0.650124263742447
14.2,13,2,2,2.4,-0.628279885816732
14.2,13,2,2,2.41,-0.601711369176858
14.2,13,2,2,2.42,-0.570432882219456
14.2,13,2,2,2.43,-0.534814713347583
14.2,13,2,2,2.44,-0.495678242091996
14.2,13,2,2,2.45,-0.4543466242297
14.2,13,2,2,2.46,-0.412615035103098
14.2,13,2,2,2.47,-0.372615818532695
14.2,13,2,2,2.48,-0.336583575441328
14.2,13,2,2,2.49,-0.306564558244469
14.2,13,2,2,2.5,-0.284144020547281
14.2,13,2,2,2.51,-0.27026521409522
14.2,13,2,2,2.52,-0.265181404647509
14.2,13,2,2,2.53,-0.268534878739287
14.2,13,2,2,2.54,-0.27951943073814
14.2,13,2,2,2.55,-0.297070205690372
14.2,13,2,2,2.56,-0.32003505102575
14.2,13,2,2,2.57,-0.347302444602362
14.2,13,2,2,2.58,-0.377880670444503
14.2,13,2,2,2.59,-0.410935269233275
14.2,13,2,2,2.6,-0.44579663224531
14.2,13,2,2,2.61,-0.481949404963341
14.2,13,2,2,2.62,-0.519012838216041
14.2,13,2,2,2.63,-0.556718234464416
14.2,13,2,2,2.64,-0.594887100112823
14.2,13,2,2,2.65,-0.633411800145106
14.2,13,2,2,2.66,-0.672239363037914
14.2,13,2,2,2.67,-0.711358435575937
14.2,13,2,2,2.68,-0.750789070069199
14.2,13,2,2,2.69,-0.790574908312214
14.2,13,2,2,2.7,-0.830777316925414
14.2,13,2,2,2.71,-0.871471071036167
14.2,13,2,2,2.72,-0.912741245071752
14.2,13,2,2,2.73,-0.954681033541259
14.2,13,2,2,2.74,-0.997390282992989
14.2,13,2,2,2.75,-1.04097456584915
14.2,13,2,2,2.76,-1.0855446671685
14.2,13,2,2,2.77,-1.13121638740869
14.2,13,2,2,2.78,-1.17811058923213
14.2,13,2,2,2.79,-1.22635343565387
14.2,13,2,2,2.8,-1.27607678157393
14.2,13,2,2,2.81,-1.32741869199012
14.2,13,2,2,2.82,-1.38052406877788
14.2,13,2,2,2.83,-1.43554537450592
14.2,13,2,2,2.84,-1.49264344683724
14.2,13,2,2,2.85,-1.55198840103489
14.2,13,2,2,2.86,-1.61376062124746
14.2,13,2,2,2.87,-1.67815184381534
14.2,13,2,2,2.88,-1.74536633798558
14.2,13,2,2,2.89,-1.81562219127815
14.2,13,2,2,2.9,-1.88915270840565
14.2,13,2,2,2.91,-1.96620793418314
14.2,13,2,2,2.92,-2.0470563123263
14.2,13,2,2,2.93,-2.13198649346123
14.2,13,2,2,2.94,-2.2213093070786
14.2,13,2,2,2.95,-2.31535991356857
14.2,13,2,2,2.96,-2.41450015386362
14.2,13,2,2,2.97,-2.51912111557077
14.2,13,2,2,2.98,-2.62964593574545
14.2,13,2,2,2.99,-2.74653286156658
14.2,13,2,2,3,-2.87027859098846
14.2,13,2,2,3.01,-3.00142191577414
14.2,13,2,2,3.02,-3.14054768885437
14.2,13,2,2,3.03,-3.28829113624771
14.2,13,2,2,3.04,-3.44534253012207
14.2,13,2,2,3.05,-3.61245223290997
14.2,13,2,2,3.06,-3.79043611108104
14.2,13,2,2,3.07,-3.98018129872649
14.2,13,2,2,3.08,-4.18265226167281
14.2,13,2,2,3.09,-4.39889706646243
14.2,13,2,2,3.1,-4.63005368596497
14.2,13,2,2,3.11,-4.87735606017417
14.2,13,2,2,3.12,-5.1421394542534
14.2,13,2,2,3.13,-5.42584438044881
14.2,13,2,2,3.14,-5.73001791969698
14.2,13,2,2,3.15,-6.05631060317728
14.2,13,2,2,3.16,-6.4064659517049
14.2,13,2,2,3.17,-6.78229809661685
14.2,13,2,2,3.18,-7.18565026508026
14.2,13,2,2,3.19,-7.61832275513126
14.2,13,2,2,3.2,-8.08195252188236
14.2,13,2,2,3.21,-8.57781646931833
14.2,13,2,2,3.22,-9.10651552984066
14.2,13,2,2,3.23,-9.66747540931774
14.2,13,2,2,3.24,-10.2581734533189
14.2,13,2,2,3.25,-10.872977998311
14.2,13,2,2,3.26,-11.5014956158994
14.2,13,2,2,3.27,-12.1264354565428
14.2,13,2,2,3.28,-12.7213584489099
14.2,13,2,2,3.29,-13.2494425460256
14.2,13,2,2,3.3,-13.665438871461
14.2,13,2,2,3.31,-13.9232481966432
14.2,13,2,2,3.32,-13.9889580259014
14.2,13,2,2,3.33,-13.8536037412117
14.2,13,2,2,3.34,-13.5369727186366
14.2,13,2,2,3.35,-13.0794578002917
14.2,13,2,2,3.36,-12.5281607640882
14.2,13,2,2,3.37,-11.9256301087984
14.2,13,2,2,3.38,-11.3046754003988
14.2,13,2,2,3.39,-10.6879637104842
14.2,13,2,2,3.4,-10.0898496179699
14.2,13,2,2,3.41,-9.51866346535646
14.2,13,2,2,3.42,-8.97867596323437
14.2,13,2,2,3.43,-8.47155115804957
14.2,13,2,2,3.44,-7.99734251704556
14.2,13,2,2,3.45,-7.55514735987936
14.2,13,2,2,3.46,-7.14352586334621
14.2,13,2,2,3.47,-6.76076457221951
14.2,13,2,2,3.48,-6.40503953630496
14.2,13,2,2,3.49,-6.07451546782522
14.2,13,2,2,3.5,-5.76740441682847
14.2,13,2,2,3.51,-5.48199896688242
14.2,13,2,2,3.52,-5.21668948151896
14.2,13,2,2,3.53,-4.96997144572759
14.2,13,2,2,3.54,-4.74044673535663
14.2,13,2,2,3.55,-4.52682124534184
14.2,13,2,2,3.56,-4.32790041762483
14.2,13,2,2,3.57,-4.14258364313847
14.2,13,2,2,3.58,-3.96985815067016
14.2,13,2,2,3.59,-3.80879276403229
14.2,13,2,2,3.6,-3.65853176060809
14.2,13,2,2,3.61,-3.51828896914046
14.2,13,2,2,3.62,-3.38734218360574
14.2,13,2,2,3.63,-3.26502793104333
14.2,13,2,2,3.64,-3.15073660652207
14.2,13,2,2,3.65,-3.04390797300527
14.2,13,2,2,3.66,-2.94402701448625
14.2,13,2,2,3.67,-2.85062012529936
14.2,13,2,2,3.68,-2.76325161559026
14.2,13,2,2,3.69,-2.68152051165404
14.2,13,2,2,3.7,-2.60505762962772
14.2,13,2,2,3.71,-2.53352290146251
14.2,13,2,2,3.72,-2.46660293294547
14.2,13,2,2,3.73,-2.40400877461626
14.2,13,2,2,3.74,-2.34547388762174
14.2,13,2,2,3.75,-2.2907522877947
14.2,13,2,2,3.76,-2.23961685248466
14.2,13,2,2,3.77,-2.19185777587765
14.2,13,2,2,3.78,-2.1472811596999
14.2,13,2,2,3.79,-2.10570772729526
14.2,13,2,2,3.8,-2.0669716500929
14.2,13,2,2,3.81,-2.03091947643815
14.2,13,2,2,3.82,-1.99740915364544
14.2,13,2,2,3.83,-1.96630913494964
14.2,13,2,2,3.84,-1.93749756378447
14.2,13,2,2,3.85,-1.9108615285063
14.2,13,2,2,3.86,-1.88629638131359
14.2,13,2,2,3.87,-1.86370511568926
14.2,13,2,2,3.88,-1.84299779722053
14.2,13,2,2,3.89,-1.82409104313074
14.2,13,2,2,3.9,-1.80690754629567
14.2,13,2,2,3.91,-1.79137563991485
14.2,13,2,2,3.92,-1.77742889937132
14.2,13,2,2,3.93,-1.76500577814266
14.2,13,2,2,3.94,-1.75404927492633
14.2,13,2,2,3.95,-1.74450662941544
14.2,13,2,2,3.96,-1.73632904440892
14.2,13,2,2,3.97,-1.72947143216686
14.2,13,2,2,3.98,-1.72389218312705
14.2,13,2,2,3.99,-1.71955295528688
14.2,13,2,2,4,-1.71641848272562
14.2,13,2,2,4.01,-1.71445640189891
14.2,13,2,2,4.02,-1.71363709447932
14.2,13,2,2,4.03,-1.71393354564841
14.2,13,2,2,4.04,-1.71532121686461
14.2,13,2,2,4.05,-1.71777793224173
14.2,13,2,2,4.06,-1.7212837777727
14.2,13,2,2,4.07,-1.72582101272649
14.2,13,2,2,4.08,-1.73137399263042
14.2,13,2,2,4.09,-1.73792910332842
14.2,13,2,2,4.1,-1.74547470567727
14.2,13,2,2,4.11,-1.75400109050841
14.2,13,2,2,4.12,-1.76350044354252
14.2,13,2,2,4.13,-1.77396681999872
14.2,13,2,2,4.14,-1.78539612868838
14.2,13,2,2,4.15,-1.79778612542744
14.2,13,2,2,4.16,-1.81113641563829
14.2,13,2,2,4.17,-1.82544846604385
14.2,13,2,2,4.18,-1.84072562538237
14.2,13,2,2,4.19,-1.85697315408904
14.2,13,2,2,4.2,-1.87419826290203
14.2,13,2,2,4.21,-1.89241016035199
14.2,13,2,2,4.22,-1.91162010908744
14.2,13,2,2,4.23,-1.93184149096928
14.2,13,2,2,4.24,-1.95308988083733
14.2,13,2,2,4.25,-1.97538312880669
14.2,13,2,2,4.26,-1.99874145089043
14.2,13,2,2,4.27,-2.02318752766544
14.2,13,2,2,4.28,-2.04874661059824
14.2,13,2,2,4.29,-2.07544663552264
14.2,13,2,2,4.3,-2.10331834261197
14.2,13,2,2,4.31,-2.13239540200692
14.2,13,2,2,4.32,-2.16271454404875
14.2,13,2,2,4.33,-2.19431569281784
14.2,13,2,2,4.34,-2.22724210139065
14.2,13,2,2,4.35,-2.26154048689847
14.2,13,2,2,4.36,-2.29726116309802
14.2,13,2,2,4.37,-2.33445816774502
14.2,13,2,2,4.38,-2.37318938159764
14.2,13,2,2,4.39,-2.41351663536648
14.2,13,2,2,4.4,-2.45550580037763
14.2,13,2,2,4.41,-2.49922685812834
14.2,13,2,2,4.42,-2.54475394330133
14.2,13,2,2,4.43,-2.59216535417745
14.2,13,2,2,4.44,-2.64154352376233
14.2,13,2,2,4.45,-2.69297494434768
14.2,13,2,2,4.46,-2.74655003768717
14.2,13,2,2,4.47,-2.80236296252031
14.2,13,2,2,4.48,-2.86051135086496
14.2,13,2,2,4.49,-2.92109596437283
14.2,13,2,2,4.5,-2.98422026215795
14.2,13,2,2,4.51,-3.04998987192965
14.2,13,2,2,4.52,-3.11851195705296
14.2,13,2,2,4.53,-3.18989447339323
14.2,13,2,2,4.54,-3.2642453115366
14.2,13,2,2,4.55,-3.34167132227887
14.2,13,2,2,4.56,-3.42227722618264
14.2,13,2,2,4.57,-3.50616441154187
14.2,13,2,2,4.58,-3.59342962926466
14.2,13,2,2,4.59,-3.68416359794955
14.2,13,2,2,4.6,-3.77844953771
14.2,13,2,2,4.61,-3.87636165697276
14.2,13,2,2,4.62,-3.97796362235955
