"height [mm]","rad [mm]","w1 [mm]","w2 [mm]","Freq [GHz]","dB(S(1,1)) []"
13.4,14,3,2,3.42,-6.47352715673719
13.4,14,3,2,3.43,-6.17658938364993
13.4,14,3,2,3.44,-5.90159212584271
13.4,14,3,2,3.45,-5.64657728573418
13.4,14,3,2,3.46,-5.4098115183744
13.4,14,3,2,3.47,-5.18975297159576
13.4,14,3,2,3.48,-4.98502421826781
13.4,14,3,2,3.49,-4.79439001275158
13.4,14,3,2,3.5,-4.61673884348617
13.4,14,3,2,3.51,-4.45106750149438
13.4,14,3,2,3.52,-4.29646806718607
13.4,14,3,2,3.53,-4.15211685361797
13.4,14,3,2,3.54,-4.01726494622795
13.4,14,3,2,3.55,-3.89123005611328
13.4,14,3,2,3.56,-3.77338946266672
13.4,14,3,2,3.57,-3.66317386651509
13.4,14,3,2,3.58,-3.56006200862967
13.4,14,3,2,3.59,-3.46357593870041
13.4,14,3,2,3.6,-3.37327683723408
13.4,14,3,2,3.61,-3.28876131272621
13.4,14,3,2,3.62,-3.20965810870014
13.4,14,3,2,3.63,-3.13562516617823
13.4,14,3,2,3.64,-3.06634699584396
13.4,14,3,2,3.65,-3.0015323212136
13.4,14,3,2,3.66,-2.94091195991205
13.4,14,3,2,3.67,-2.8842369149013
13.4,14,3,2,3.68,-2.83127665145022
13.4,14,3,2,3.69,-2.78181753891964
13.4,14,3,2,3.7,-2.73566143919434
13.4,14,3,2,3.71,-2.69262442592108
13.4,14,3,2,3.72,-2.65253562068862
13.4,14,3,2,3.73,-2.61523613397395
13.4,14,3,2,3.74,-2.58057810012779
13.4,14,3,2,3.75,-2.54842379692415
13.4,14,3,2,3.76,-2.51864484128365
13.4,14,3,2,3.77,-2.4911214537269
13.4,14,3,2,3.78,-2.46574178494373
13.4,14,3,2,3.79,-2.44240129859433
13.4,14,3,2,3.8,-2.42100220510572
13.4,14,3,2,3.81,-2.40145294180255
13.4,14,3,2,3.82,-2.38366769522751
13.4,14,3,2,3.83,-2.36756596197178
13.4,14,3,2,3.84,-2.35307214475827
13.4,14,3,2,3.85,-2.34011518090748
13.4,14,3,2,3.86,-2.32862820067292
13.4,14,3,2,3.87,-2.31854821326587
13.4,14,3,2,3.88,-2.30981581870405
13.4,14,3,2,3.89,-2.30237494391684
13.4,14,3,2,3.9,-2.29617260182938
13.4,14,3,2,3.91,-2.29115867242775
13.4,14,3,2,3.92,-2.28728570508512
13.4,14,3,2,3.93,-2.28450874170368
13.4,14,3,2,3.94,-2.28278516050271
13.4,14,3,2,3.95,-2.28207454056135
13.4,14,3,2,3.96,-2.28233854750399
13.4,14,3,2,3.97,-2.28354084099964
13.4,14,3,2,3.98,-2.28564700502929
13.4,14,3,2,3.99,-2.28862450215649
13.4,14,3,2,4,-2.29244265331072
13.4,14,3,2,4.01,-2.2970726448526
13.4,14,3,2,4.02,-2.30248756492704
13.4,14,3,2,4.03,-2.30866247130961
13.4,14,3,2,4.04,-2.31557449309931
13.4,14,3,2,4.05,-2.32320296868552
13.4,14,3,2,4.06,-2.33152962239446
13.4,14,3,2,4.07,-2.34053878207319
13.4,14,3,2,4.08,-2.35021763956405
13.4,14,3,2,4.09,-2.36055655552323
13.4,14,3,2,4.1,-2.371549409308
13.4,14,3,2,4.11,-2.38319399365716
13.4,14,3,2,4.12,-2.39549245258652
13.4,14,3,2,4.13,-2.40845175928541
13.4,14,3,2,4.14,-2.4220842288151
13.4,14,3,2,4.15,-2.43640805807885
13.4,14,3,2,4.16,-2.45144788288034
13.4,14,3,2,4.17,-2.46723533897495
13.4,14,3,2,4.18,-2.4838096109432
13.4,14,3,2,4.19,-2.5012179496272
13.4,14,3,2,4.2,-2.51951613596055
13.4,14,3,2,4.21,-2.53876886653937
13.4,14,3,2,4.22,-2.55905003450894
13.4,14,3,2,4.23,-2.5804428785972
13.4,14,3,2,4.24,-2.60303997373083
13.4,14,3,2,4.25,-2.62694303891881
13.4,14,3,2,4.26,-2.65226254221327
13.4,14,3,2,4.27,-2.67911708868095
13.4,14,3,2,4.28,-2.70763258541385
13.4,14,3,2,4.29,-2.73794118746326
13.4,14,3,2,4.3,-2.77018003977684
13.4,14,3,2,4.31,-2.80448984213299
13.4,14,3,2,4.32,-2.84101327589949
13.4,14,3,2,4.33,-2.87989334228044
13.4,14,3,2,4.34,-2.9212716706089
13.4,14,3,2,4.35,-2.96528686132029
13.4,14,3,2,4.36,-3.0120729308086
13.4,14,3,2,4.37,-3.06175792401587
13.4,14,3,2,4.38,-3.11446275526898
13.4,14,3,2,4.39,-3.17030032887753
13.4,14,3,2,4.4,-3.22937497901537
13.4,14,3,2,4.41,-3.29178225439705
13.4,14,3,2,4.42,-3.35760905838058
13.4,14,3,2,4.43,-3.42693414059817
13.4,14,3,2,4.44,-3.49982892317858
13.4,14,3,2,4.45,-3.57635863404917
13.4,14,3,2,4.46,-3.65658371240409
13.4,14,3,2,4.47,-3.74056144762248
13.4,14,3,2,4.48,-3.82834781286898
13.4,14,3,2,4.49,-3.91999945824069
13.4,14,3,2,4.5,-4.01557583544365
13.4,14,3,2,4.51,-4.115141436377
13.4,14,3,2,4.52,-4.21876814158794
13.4,14,3,2,4.53,-4.32653769153198
13.4,14,3,2,4.54,-4.43854431460751
13.4,14,3,2,4.55,-4.55489757245713
13.4,14,3,2,4.56,-4.6757255176022
13.4,14,3,2,4.57,-4.80117830542014
13.4,14,3,2,4.58,-4.93143246888563
13.4,14,3,2,4.59,-5.06669616198302
13.4,14,3,2,4.6,-5.20721582536025
13.4,14,3,2,4.61,-5.35328495742011
13.4,14,3,2,4.62,-5.50525603917771
13.4,14,3,2,4.63,-5.66355725294884
13.4,14,3,2,4.64,-5.82871660865984
13.4,14,3,2,4.65,-6.00139770881515
13.4,14,3,2,4.66,-6.18245406173119
13.4,14,3,2,4.67,-6.37301315489922
13.4,14,3,2,4.68,-6.5746076965898
13.4,14,3,2,4.69,-6.78937700121842
13.4,14,3,2,4.7,-7.02034943994647
13.4,14,3,2,4.71,-7.27170494176402
13.4,14,3,2,4.72,-7.5483533661783
13.4,14,3,2,4.73,-7.85191830902658
13.4,14,3,2,4.74,-8.1646911658986
13.4,14,3,2,4.75,-8.42248436495519
13.4,14,3,2,4.76,-8.56413126478248
13.4,14,3,2,4.77,-8.65976677525444
13.4,14,3,2,4.78,-8.80690459584616
13.4,14,3,2,4.79,-9.0193203310725
13.4,14,3,2,4.8,-9.27837960261493
13.4,14,3,2,4.81,-9.56869681786625
13.4,14,3,2,4.82,-9.8815610233754
13.4,14,3,2,4.83,-10.2121517220598
13.4,14,3,2,4.84,-10.5573515590093
13.4,14,3,2,4.85,-10.9144642190045
13.4,14,3,2,4.86,-11.2804106475169
13.4,14,3,2,4.87,-11.6511196382597
13.4,14,3,2,4.88,-12.0209779160079
13.4,14,3,2,4.89,-12.3823037730827
13.4,14,3,2,4.9,-12.7248917553337
13.4,14,3,2,4.91,-13.0357671996525
13.4,14,3,2,4.92,-13.299384229948
13.4,14,3,2,4.93,-13.498551604744
13.4,14,3,2,4.94,-13.6162824494466
13.4,14,3,2,4.95,-13.6384456940323
13.4,14,3,2,4.96,-13.5565979322026
13.4,14,3,2,4.97,-13.3699940683553
13.4,14,3,2,4.98,-13.0859103046445
13.4,14,3,2,4.99,-12.7181279909426
13.4,14,3,2,5,-12.2842517237622
13.4,14,2,2.5,1,-0.512967726446059
13.4,14,2,2.5,1.01,-0.509846451347778
13.4,14,2,2.5,1.02,-0.506735465758706
13.4,14,2,2.5,1.03,-0.503636431072765
13.4,14,2,2.5,1.04,-0.500551010844947
13.4,14,2,2.5,1.05,-0.497480869114404
13.4,14,2,2.5,1.06,-0.494427668735023
13.4,14,2,2.5,1.07,-0.491393069717209
13.4,14,2,2.5,1.08,-0.488378727584378
13.4,14,2,2.5,1.09,-0.485386291747641
13.4,14,2,2.5,1.1,-0.482417403902128
13.4,14,2,2.5,1.11,-0.479473696448157
13.4,14,2,2.5,1.12,-0.476556790940416
13.4,14,2,2.5,1.13,-0.473668296568196
13.4,14,2,2.5,1.14,-0.470809808669491
13.4,14,2,2.5,1.15,-0.467982907281728
13.4,14,2,2.5,1.16,-0.465189155731673
13.4,14,2,2.5,1.17,-0.462430099266879
13.4,14,2,2.5,1.18,-0.459707263730938
13.4,14,2,2.5,1.19,-0.457022154284536
13.4,14,2,2.5,1.2,-0.454376254174159
13.4,14,2,2.5,1.21,-0.451771023550161
13.4,14,2,2.5,1.22,-0.449207898335623
13.4,14,2,2.5,1.23,-0.44668828914725
13.4,14,2,2.5,1.24,-0.444213580269481
13.4,14,2,2.5,1.25,-0.441785128682549
13.4,14,2,2.5,1.26,-0.439404263145279
13.4,14,2,2.5,1.27,-0.437072283333034
13.4,14,2,2.5,1.28,-0.434790459031083
13.4,14,2,2.5,1.29,-0.432560029383454
13.4,14,2,2.5,1.3,-0.430382202197153
13.4,14,2,2.5,1.31,-0.428258153301348
13.4,14,2,2.5,1.32,-0.426189025961044
13.4,14,2,2.5,1.33,-0.424175930344443
13.4,14,2,2.5,1.34,-0.4222199430431
13.4,14,2,2.5,1.35,-0.42032210664366
13.4,14,2,2.5,1.36,-0.41848342934992
13.4,14,2,2.5,1.37,-0.41670488465357
13.4,14,2,2.5,1.38,-0.414987411052015
13.4,14,2,2.5,1.39,-0.413331911811221
13.4,14,2,2.5,1.4,-0.411739254771513
13.4,14,2,2.5,1.41,-0.410210272194016
13.4,14,2,2.5,1.42,-0.40874576064517
13.4,14,2,2.5,1.43,-0.407346480916627
13.4,14,2,2.5,1.44,-0.406013157977576
13.4,14,2,2.5,1.45,-0.404746480956368
13.4,14,2,2.5,1.46,-0.403547103148046
13.4,14,2,2.5,1.47,-0.40241564204427
13.4,14,2,2.5,1.48,-0.40135267938172
13.4,14,2,2.5,1.49,-0.400358761205001
13.4,14,2,2.5,1.5,-0.399434397939704
13.4,14,2,2.5,1.51,-0.398580064470995
13.4,14,2,2.5,1.52,-0.397796200222961
13.4,14,2,2.5,1.53,-0.397083209233388
13.4,14,2,2.5,1.54,-0.396441460218609
13.4,14,2,2.5,1.55,-0.395871286622369
13.4,14,2,2.5,1.56,-0.395372986642652
13.4,14,2,2.5,1.57,-0.394946823229599
13.4,14,2,2.5,1.58,-0.394593024047495
13.4,14,2,2.5,1.59,-0.394311781393103
13.4,14,2,2.5,1.6,-0.394103252062229
13.4,14,2,2.5,1.61,-0.393967557155566
13.4,14,2,2.5,1.62,-0.393904781814498
13.4,14,2,2.5,1.63,-0.393914974876555
13.4,14,2,2.5,1.64,-0.393998148439449
13.4,14,2,2.5,1.65,-0.394154277321839
13.4,14,2,2.5,1.66,-0.3943832984078
13.4,14,2,2.5,1.67,-0.394685109860982
13.4,14,2,2.5,1.68,-0.395059570193109
13.4,14,2,2.5,1.69,-0.395506497170236
13.4,14,2,2.5,1.7,-0.396025666538444
13.4,14,2,2.5,1.71,-0.396616810549204
13.4,14,2,2.5,1.72,-0.397279616262529
13.4,14,2,2.5,1.73,-0.39801372360407
13.4,14,2,2.5,1.74,-0.398818723149897
13.4,14,2,2.5,1.75,-0.399694153610111
13.4,14,2,2.5,1.76,-0.400639498979484
13.4,14,2,2.5,1.77,-0.401654185320111
13.4,14,2,2.5,1.78,-0.40273757713736
13.4,14,2,2.5,1.79,-0.403888973306391
13.4,14,2,2.5,1.8,-0.405107602501845
13.4,14,2,2.5,1.81,-0.406392618078422
13.4,14,2,2.5,1.82,-0.407743092344133
13.4,14,2,2.5,1.83,-0.40915801016177
13.4,14,2,2.5,1.84,-0.410636261807006
13.4,14,2,2.5,1.85,-0.412176635003394
13.4,14,2,2.5,1.86,-0.413777806045738
13.4,14,2,2.5,1.87,-0.415438329913083
13.4,14,2,2.5,1.88,-0.417156629261463
13.4,14,2,2.5,1.89,-0.418930982173643
13.4,14,2,2.5,1.9,-0.420759508529281
13.4,14,2,2.5,1.91,-0.422640154842508
13.4,14,2,2.5,1.92,-0.424570677396691
13.4,14,2,2.5,1.93,-0.426548623485489
13.4,14,2,2.5,1.94,-0.428571310547509
13.4,14,2,2.5,1.95,-0.430635802956312
13.4,14,2,2.5,1.96,-0.432738886199743
13.4,14,2,2.5,1.97,-0.4348770381511
13.4,14,2,2.5,1.98,-0.437046397099748
13.4,14,2,2.5,1.99,-0.439242726169956
13.4,14,2,2.5,2,-0.441461373713578
13.4,14,2,2.5,2.01,-0.443697229214645
13.4,14,2,2.5,2.02,-0.445944674191512
13.4,14,2,2.5,2.03,-0.448197527524968
13.4,14,2,2.5,2.04,-0.450448984578707
13.4,14,2,2.5,2.05,-0.452691549411775
13.4,14,2,2.5,2.06,-0.45491695931222
13.4,14,2,2.5,2.07,-0.457116100807792
13.4,14,2,2.5,2.08,-0.459278916235487
13.4,14,2,2.5,2.09,-0.461394299879839
13.4,14,2,2.5,2.1,-0.463449982624567
13.4,14,2,2.5,2.11,-0.465432404010249
13.4,14,2,2.5,2.12,-0.467326570561222
13.4,14,2,2.5,2.13,-0.469115899251531
13.4,14,2,2.5,2.14,-0.470782045041318
13.4,14,2,2.5,2.15,-0.472304711557274
13.4,14,2,2.5,2.16,-0.473661444250744
13.4,14,2,2.5,2.17,-0.474827405794126
13.4,14,2,2.5,2.18,-0.475775134139233
13.4,14,2,2.5,2.19,-0.476474284653861
13.4,14,2,2.5,2.2,-0.476891359201796
13.4,14,2,2.5,2.21,-0.476989427108625
13.4,14,2,2.5,2.22,-0.4767278458912
13.4,14,2,2.5,2.23,-0.476061993729923
13.4,14,2,2.5,2.24,-0.474943031336101
13.4,14,2,2.5,2.25,-0.473317718642499
13.4,14,2,2.5,2.26,-0.471128322308274
13.4,14,2,2.5,2.27,-0.468312664243522
13.4,14,2,2.5,2.28,-0.464804380285646
13.4,14,2,2.5,2.29,-0.460533483049596
13.4,14,2,2.5,2.3,-0.455427355203636
13.4,14,2,2.5,2.31,-0.449412340330493
13.4,14,2,2.5,2.32,-0.442416149071522
13.4,14,2,2.5,2.33,-0.434371358331231
13.4,14,2,2.5,2.34,-0.425220348671562
13.4,14,2,2.5,2.35,-0.414922093340997
13.4,14,2,2.5,2.36,-0.403461268469825
13.4,14,2,2.5,2.37,-0.390860173749977
13.4,14,2,2.5,2.38,-0.377193896493312
13.4,14,2,2.5,2.39,-0.362608958707623
13.4,14,2,2.5,2.4,-0.34734527350895
13.4,14,2,2.5,2.41,-0.331760504805859
13.4,14,2,2.5,2.42,-0.316354783267992
13.4,14,2,2.5,2.43,-0.301792158242009
13.4,14,2,2.5,2.44,-0.288913296672169
13.4,14,2,2.5,2.45,-0.278732198279519
13.4,14,2,2.5,2.46,-0.272408884415197
13.4,14,2,2.5,2.47,-0.271191268092328
13.4,14,2,2.5,2.48,-0.276323824793747
13.4,14,2,2.5,2.49,-0.288928583222767
13.4,14,2,2.5,2.5,-0.309873998489629
13.4,14,2,2.5,2.51,-0.339656062053776
13.4,14,2,2.5,2.52,-0.378319033298353
13.4,14,2,2.5,2.53,-0.425437207025316
13.4,14,2,2.5,2.54,-0.480164757231329
13.4,14,2,2.5,2.55,-0.541342979751367
13.4,14,2,2.5,2.56,-0.607640314900517
13.4,14,2,2.5,2.57,-0.677695543876695
13.4,14,2,2.5,2.58,-0.750239092036031
13.4,14,2,2.5,2.59,-0.824177854153889
13.4,14,2,2.5,2.6,-0.898640351524773
13.4,14,2,2.5,2.61,-0.972987562243223
13.4,14,2,2.5,2.62,-1.04679904147208
13.4,14,2,2.5,2.63,-1.11984452822816
13.4,14,2,2.5,2.64,-1.1920495544305
13.4,14,2,2.5,2.65,-1.26346103523725
13.4,14,2,2.5,2.66,-1.33421637266966
13.4,14,2,2.5,2.67,-1.40451769527771
13.4,14,2,2.5,2.68,-1.47461157979562
13.4,14,2,2.5,2.69,-1.54477386672649
13.4,14,2,2.5,2.7,-1.61529884020013
13.4,14,2,2.5,2.71,-1.68649194964786
13.4,14,2,2.5,2.72,-1.75866529620062
13.4,14,2,2.5,2.73,-1.83213521575737
13.4,14,2,2.5,2.74,-1.9072214185239
13.4,14,2,2.5,2.75,-1.98424726749401
13.4,14,2,2.5,2.76,-2.06354088507947
13.4,14,2,2.5,2.77,-2.14543686476761
13.4,14,2,2.5,2.78,-2.23027843412148
13.4,14,2,2.5,2.79,-2.31841996919875
13.4,14,2,2.5,2.8,-2.41022980161427
13.4,14,2,2.5,2.81,-2.50609329096838
13.4,14,2,2.5,2.82,-2.60641615980648
13.4,14,2,2.5,2.83,-2.711628107848
13.4,14,2,2.5,2.84,-2.82218673872455
13.4,14,2,2.5,2.85,-2.93858184739946
13.4,14,2,2.5,2.86,-3.06134013109535
13.4,14,2,2.5,2.87,-3.19103040211985
13.4,14,2,2.5,2.88,-3.32826939863077
13.4,14,2,2.5,2.89,-3.47372831039788
13.4,14,2,2.5,2.9,-3.62814016250308
13.4,14,2,2.5,2.91,-3.79230823254234
13.4,14,2,2.5,2.92,-3.96711571868894
13.4,14,2,2.5,2.93,-4.15353693021119
13.4,14,2,2.5,2.94,-4.35265034316987
13.4,14,2,2.5,2.95,-4.56565395825381
13.4,14,2,2.5,2.96,-4.79388352377783
13.4,14,2,2.5,2.97,-5.03883435722478
13.4,14,2,2.5,2.98,-5.30218773136789
13.4,14,2,2.5,2.99,-5.5858431123384
13.4,14,2,2.5,3,-5.89195798622684
13.4,14,2,2.5,3.01,-6.22299764716317
13.4,14,2,2.5,3.02,-6.58179823437003
13.4,14,2,2.5,3.03,-6.97164764106767
13.4,14,2,2.5,3.04,-7.39639090246273
13.4,14,2,2.5,3.05,-7.86056967663717
13.4,14,2,2.5,3.06,-8.36961008704556
13.4,14,2,2.5,3.07,-8.93008057771629
13.4,14,2,2.5,3.08,-9.55005345881116
13.4,14,2,2.5,3.09,-10.2396240083167
13.4,14,2,2.5,3.1,-11.0116760346324
13.4,14,2,2.5,3.11,-11.8830459131161
13.4,14,2,2.5,3.12,-12.8763554651201
13.4,14,2,2.5,3.13,-14.0230156421641
13.4,14,2,2.5,3.14,-15.3683743141374
13.4,14,2,2.5,3.15,-16.9809578967457
13.4,14,2,2.5,3.16,-18.9696117398456
13.4,14,2,2.5,3.17,-21.5133050287749
13.4,14,2,2.5,3.18,-24.8712402266203
13.4,14,2,2.5,3.19,-28.7523175799835
13.4,14,2,2.5,3.2,-28.8015250063717
13.4,14,2,2.5,3.21,-24.9180020346381
13.4,14,2,2.5,3.22,-21.5286430525634
13.4,14,2,2.5,3.23,-18.9583545331998
13.4,14,2,2.5,3.24,-16.947815481941
13.4,14,2,2.5,3.25,-15.3166187735497
13.4,14,2,2.5,3.26,-13.9551006613339
13.4,14,2,2.5,3.27,-12.7943170860909
13.4,14,2,2.5,3.28,-11.7887098267803
13.4,14,2,2.5,3.29,-10.9067623130269
13.4,14,2,2.5,3.3,-10.1257990917543
13.4,14,2,2.5,3.31,-9.42895436760342
13.4,14,2,2.5,3.32,-8.80332418008704
13.4,14,2,2.5,3.33,-8.23879432636293
13.4,14,2,2.5,3.34,-7.72727064211581
13.4,14,2,2.5,3.35,-7.26215800734838
13.4,14,2,2.5,3.36,-6.83799825500318
13.4,14,2,2.5,3.37,-6.4502125707933
13.4,14,2,2.5,3.38,-6.09491436794234
13.4,14,2,2.5,3.39,-5.7687707692373
13.4,14,2,2.5,3.4,-5.46889828715621
13.4,14,2,2.5,3.41,-5.19278299730153
13.4,14,2,2.5,3.42,-4.93821854056619
13.4,14,2,2.5,3.43,-4.70325729720627
13.4,14,2,2.5,3.44,-4.48617142786634
13.4,14,2,2.5,3.45,-4.28542140277061
13.4,14,2,2.5,3.46,-4.09963028472914
13.4,14,2,2.5,3.47,-3.9275624862933
13.4,14,2,2.5,3.48,-3.76810604624784
13.4,14,2,2.5,3.49,-3.62025770537652
13.4,14,2,2.5,3.5,-3.48311023285593
13.4,14,2,2.5,3.51,-3.35584158102243
13.4,14,2,2.5,3.52,-3.23770554030391
13.4,14,2,2.5,3.53,-3.12802363670305
13.4,14,2,2.5,3.54,-3.02617806766232
13.4,14,2,2.5,3.55,-2.93160551294344
13.4,14,2,2.5,3.56,-2.84379168856587
13.4,14,2,2.5,3.57,-2.76226653623686
13.4,14,2,2.5,3.58,-2.68659995980327
13.4,14,2,2.5,3.59,-2.61639803533728
13.4,14,2,2.5,3.6,-2.551299633485
13.4,14,2,2.5,3.61,-2.49097340236351
13.4,14,2,2.5,3.62,-2.43511506711973
13.4,14,2,2.5,3.63,-2.38344500866425
13.4,14,2,2.5,3.64,-2.33570608936908
13.4,14,2,2.5,3.65,-2.29166169790229
13.4,14,2,2.5,3.66,-2.2510939890436
13.4,14,2,2.5,3.67,-2.2138022974216
13.4,14,2,2.5,3.68,-2.17960170674256
13.4,14,2,2.5,3.69,-2.14832175832743
13.4,14,2,2.5,3.7,-2.1198052847045
13.4,14,2,2.5,3.71,-2.09390735567353
13.4,14,2,2.5,3.72,-2.07049432570467
13.4,14,2,2.5,3.73,-2.04944297279804
13.4,14,2,2.5,3.74,-2.03063972003464
13.4,14,2,2.5,3.75,-2.01397993201892
13.4,14,2,2.5,3.76,-1.9993672792683
13.4,14,2,2.5,3.77,-1.98671316435962
13.4,14,2,2.5,3.78,-1.97593620431103
13.4,14,2,2.5,3.79,-1.96696176427113
13.4,14,2,2.5,3.8,-1.95972153811464
13.4,14,2,2.5,3.81,-1.95415317201389
13.4,14,2,2.5,3.82,-1.95019992747439
13.4,14,2,2.5,3.83,-1.94781038069697
13.4,14,2,2.5,3.84,-1.94693815546332
13.4,14,2,2.5,3.85,-1.94754168704061
13.4,14,2,2.5,3.86,-1.94958401486763
13.4,14,2,2.5,3.87,-1.95303260202353
13.4,14,2,2.5,3.88,-1.95785917969201
13.4,14,2,2.5,3.89,-1.96403961502268
13.4,14,2,2.5,3.9,-1.97155380095729
13.4,14,2,2.5,3.91,-1.98038556673494
13.4,14,2,2.5,3.92,-1.99052260791611
13.4,14,2,2.5,3.93,-2.0019564348739
13.4,14,2,2.5,3.94,-2.01468233878969
13.4,14,2,2.5,3.95,-2.0286993742624
13.4,14,2,2.5,3.96,-2.04401035769337
13.4,14,2,2.5,3.97,-2.06062188064357
13.4,14,2,2.5,3.98,-2.0785443373744
13.4,14,2,2.5,3.99,-2.09779196577765
13.4,14,2,2.5,4,-2.11838290087203
13.4,14,2,2.5,4.01,-2.14033923999135
13.4,14,2,2.5,4.02,-2.16368711871127
13.4,14,2,2.5,4.03,-2.18845679645426
13.4,14,2,2.5,4.04,-2.21468275057365
13.4,14,2,2.5,4.05,-2.24240377754423
13.4,14,2,2.5,4.06,-2.27166309967492
13.4,14,2,2.5,4.07,-2.30250847550512
13.4,14,2,2.5,4.08,-2.33499231174676
13.4,14,2,2.5,4.09,-2.36917177428416
13.4,14,2,2.5,4.1,-2.40510889534037
13.4,14,2,2.5,4.11,-2.44287067345732
13.4,14,2,2.5,4.12,-2.48252916241575
13.4,14,2,2.5,4.13,-2.52416154463556
13.4,14,2,2.5,4.14,-2.56785018394797
13.4,14,2,2.5,4.15,-2.61368265191801
13.4,14,2,2.5,4.16,-2.66175172112098
13.4,14,2,2.5,4.17,-2.71215531794618
13.4,14,2,2.5,4.18,-2.76499642662403
13.4,14,2,2.5,4.19,-2.82038293526231
13.4,14,2,2.5,4.2,-2.8784274137518
13.4,14,2,2.5,4.21,-2.93924681248873
13.4,14,2,2.5,4.22,-3.00296206999014
13.4,14,2,2.5,4.23,-3.06969761669476
13.4,14,2,2.5,4.24,-3.13958076159179
13.4,14,2,2.5,4.25,-3.21274094786893
13.4,14,2,2.5,4.26,-3.28930886358596
13.4,14,2,2.5,4.27,-3.36941539354774
13.4,14,2,2.5,4.28,-3.45319039915878
13.4,14,2,2.5,4.29,-3.5407613141947
13.4,14,2,2.5,4.3,-3.63225154622991
13.4,14,2,2.5,4.31,-3.72777867602644
13.4,14,2,2.5,4.32,-3.82745245062761
13.4,14,2,2.5,4.33,-3.93137257031328
13.4,14,2,2.5,4.34,-4.03962627505123
13.4,14,2,2.5,4.35,-4.15228574268985
13.4,14,2,2.5,4.36,-4.26940531891545
13.4,14,2,2.5,4.37,-4.39101860793935
13.4,14,2,2.5,4.38,-4.51713546292662
13.4,14,2,2.5,4.39,-4.64773892620724
13.4,14,2,2.5,4.4,-4.78278218112301
13.4,14,2,2.5,4.41,-4.92218558967361
13.4,14,2,2.5,4.42,-5.06583390254384
13.4,14,2,2.5,4.43,-5.21357374012679
13.4,14,2,2.5,4.44,-5.36521145418582
13.4,14,2,2.5,4.45,-5.52051148908207
13.4,14,2,2.5,4.46,-5.67919536816634
13.4,14,2,2.5,4.47,-5.84094143401737
13.4,14,2,2.5,4.48,-6.00538546962699
13.4,14,2,2.5,4.49,-6.17212232028109
13.4,14,2,2.5,4.5,-6.34070862167155
13.4,14,2,2.5,4.51,-6.51066671776151
13.4,14,2,2.5,4.52,-6.68148982144777
13.4,14,2,2.5,4.53,-6.85264843192419
13.4,14,2,2.5,4.54,-7.02359797530197
13.4,14,2,2.5,4.55,-7.19378758079731
13.4,14,2,2.5,4.56,-7.36266984595745
13.4,14,2,2.5,4.57,-7.52971138432584
13.4,14,2,2.5,4.58,-7.69440389199086
13.4,14,2,2.5,4.59,-7.8562754206857
13.4,14,2,2.5,4.6,-8.01490150986779
13.4,14,2,2.5,4.61,-8.16991581351684
13.4,14,2,2.5,4.62,-8.32101986324316
13.4,14,2,2.5,4.63,-8.46799163992966
13.4,14,2,2.5,4.64,-8.61069268150633
13.4,14,2,2.5,4.65,-8.74907353197066
13.4,14,2,2.5,4.66,-8.88317743138059
13.4,14,2,2.5,4.67,-9.01314225126415
13.4,14,2,2.5,4.68,-9.1392007866383
13.4,14,2,2.5,4.69,-9.26167961649453
13.4,14,2,2.5,4.7,-9.38099683212972
13.4,14,2,2.5,4.71,-9.4976590019717
13.4,14,2,2.5,4.72,-9.61225779001938
13.4,14,2,2.5,4.73,-9.72546667290152
13.4,14,2,2.5,4.74,-9.8380382106587
13.4,14,2,2.5,4.75,-9.95080232361605
13.4,14,2,2.5,4.76,-10.0646660186265
13.4,14,2,2.5,4.77,-10.1806149999476
13.4,14,2,2.5,4.78,-10.2997176009998
13.4,14,2,2.5,4.79,-10.4231314914569
13.4,14,2,2.5,4.8,-10.5521136581955
13.4,14,2,2.5,4.81,-10.6880342382053
13.4,14,2,2.5,4.82,-10.8323949081995
13.4,14,2,2.5,4.83,-10.9868527244961
13.4,14,2,2.5,4.84,-11.1532505788308
13.4,14,2,2.5,4.85,-11.333655821832
13.4,14,2,2.5,4.86,-11.530409151982
13.4,14,2,2.5,4.87,-11.7461866445307
13.4,14,2,2.5,4.88,-11.984078911937
13.4,14,2,2.5,4.89,-12.2476930195114
13.4,14,2,2.5,4.9,-12.54128520961
13.4,14,2,2.5,4.91,-12.8699361827003
13.4,14,2,2.5,4.92,-13.2397864368998
13.4,14,2,2.5,4.93,-13.6583583595858
13.4,14,2,2.5,4.94,-14.1350068678132
13.4,14,2,2.5,4.95,-14.6815659731541
13.4,14,2,2.5,4.96,-15.3133033965968
13.4,14,2,2.5,4.97,-16.0503763497144
13.4,14,2,2.5,4.98,-16.9201331029394
13.4,14,2,2.5,4.99,-17.960895585882
13.4,14,2,2.5,5,-19.2284124091815
13.4,14,2.5,2.5,1,-0.508500336747381
13.4,14,2.5,2.5,1.01,-0.504509271289781
13.4,14,2.5,2.5,1.02,-0.500563074270298
13.4,14,2.5,2.5,1.03,-0.49666348517033
13.4,14,2.5,2.5,1.04,-0.492812181417452
13.4,14,2.5,2.5,1.05,-0.48901078008703
13.4,14,2.5,2.5,1.06,-0.485260839557572
13.4,14,2.5,2.5,1.07,-0.481563861124097
13.4,14,2.5,2.5,1.08,-0.477921290572987
13.4,14,2.5,2.5,1.09,-0.474334519721627
