"Height [mm]","Radius [mm]","Freq [GHz]","dB(S(1,1)) []"
14.8,9.4,3.43,-5.52848491782677
14.8,9.4,3.44,-5.58212117305101
14.8,9.4,3.45,-5.63212358778515
14.8,9.4,3.46,-5.67819483832246
14.8,9.4,3.47,-5.72007872654588
14.8,9.4,3.48,-5.75756822422847
14.8,9.4,3.49,-5.7905123176494
14.8,9.4,3.5,-5.81882124705171
14.8,9.4,3.51,-5.84246981505412
14.8,9.4,3.52,-5.8614985498756
14.8,9.4,3.53,-5.87601264303381
14.8,9.4,3.54,-5.88617872362397
14.8,9.4,3.55,-5.89221966762077
14.8,9.4,3.56,-5.89440775702252
14.8,9.4,3.57,-5.89305658918854
14.8,9.4,3.58,-5.88851218494311
14.8,9.4,3.59,-5.88114375347162
14.8,9.4,3.6,-5.87133454595562
14.8,9.4,3.61,-5.85947317516657
14.8,9.4,3.62,-5.84594570392479
14.8,9.4,3.63,-5.83112872110537
14.8,9.4,3.64,-5.81538353867919
14.8,9.4,3.65,-5.79905156437358
14.8,9.4,3.66,-5.78245083700341
14.8,9.4,3.67,-5.76587365819717
14.8,9.4,3.68,-5.74958521596377
14.8,9.4,3.69,-5.73382307159309
14.8,9.4,3.7,-5.71879736998406
14.8,9.4,3.71,-5.70469163229492
14.8,9.4,3.72,-5.6916639962842
14.8,9.4,3.73,-5.67984878144174
14.8,9.4,3.74,-5.66935827087941
14.8,9.4,3.75,-5.66028461823241
14.8,9.4,3.76,-5.65270180420009
14.8,9.4,3.77,-5.64666758289975
14.8,9.4,3.78,-5.64222537232535
14.8,9.4,3.79,-5.63940605557065
14.8,9.4,3.8,-5.63822966997503
14.8,9.4,3.81,-5.63870697000708
14.8,9.4,3.82,-5.64084085663943
14.8,9.4,3.83,-5.64462767136608
14.8,9.4,3.84,-5.65005835707706
14.8,9.4,3.85,-5.65711949094303
14.8,9.4,3.86,-5.66579419647621
14.8,9.4,3.87,-5.67606294320581
14.8,9.4,3.88,-5.68790424309789
14.8,9.4,3.89,-5.70129525309867
14.8,9.4,3.9,-5.71621229310193
14.8,9.4,3.91,-5.73263128832918
14.8,9.4,3.92,-5.75052814464051
14.8,9.4,3.93,-5.76987906472393
14.8,9.4,3.94,-5.79066081248603
14.8,9.4,3.95,-5.81285093232081
14.8,9.4,3.96,-5.83642792929161
14.8,9.4,3.97,-5.86137141563974
14.8,9.4,3.98,-5.88766222844511
14.8,9.4,3.99,-5.91528252271513
14.8,9.4,4,-5.94421584367316
14.8,9.4,4.01,-5.97444718155775
14.8,9.4,4.02,-6.00596301182862
14.8,9.4,4.03,-6.03875132330358
14.8,9.4,4.04,-6.07280163641928
14.8,9.4,4.05,-6.10810501351668
14.8,9.4,4.06,-6.14465406279385
14.8,9.4,4.07,-6.1824429373442
14.8,9.4,4.08,-6.221467330501
14.8,9.4,4.09,-6.26172446853982
14.8,9.4,4.1,-6.30321310164245
14.8,9.4,4.11,-6.34593349390071
14.8,9.4,4.12,-6.38988741302967
14.8,9.4,4.13,-6.43507812036914
14.8,9.4,4.14,-6.48151036167384
14.8,9.4,4.15,-6.5291903591289
14.8,9.4,4.16,-6.57812580497259
14.8,9.4,4.17,-6.62832585706523
14.8,9.4,4.18,-6.67980113670656
14.8,9.4,4.19,-6.73256372897703
14.8,9.4,4.2,-6.78662718585634
14.8,9.4,4.21,-6.84200653235775
14.8,9.4,4.22,-6.89871827590633
14.8,9.4,4.23,-6.95678041918403
14.8,9.4,4.24,-7.01621247666349
14.8,9.4,4.25,-7.07703549505559
14.8,9.4,4.26,-7.13927207790182
14.8,9.4,4.27,-7.20294641455359
14.8,9.4,4.28,-7.26808431379298
14.8,9.4,4.29,-7.33471324236687
14.8,9.4,4.3,-7.40286236872611
14.8,9.4,4.31,-7.47256261228426
14.8,9.4,4.32,-7.54384669853756
14.8,9.4,4.33,-7.61674922041718
14.8,9.4,4.34,-7.69130670627897
14.8,9.4,4.35,-7.76755769497363
14.8,9.4,4.36,-7.84554281848183
14.8,9.4,4.37,-7.92530489264596
14.8,9.4,4.38,-8.00688901658159
14.8,9.4,4.39,-8.09034268140955
14.8,9.4,4.4,-8.17571588901295
14.8,9.4,4.41,-8.2630612815947
14.8,9.4,4.42,-8.35243428288943
14.8,9.4,4.43,-8.44389325197158
14.8,9.4,4.44,-8.53749965069856
14.8,9.4,4.45,-8.63331822593711
14.8,9.4,4.46,-8.73141720784168
14.8,9.4,4.47,-8.83186852559015
14.8,9.4,4.48,-8.93474804213335
14.8,9.4,4.49,-9.040135809686
14.8,9.4,4.5,-9.14811634787723
14.8,9.4,4.51,-9.25877894669468
14.8,9.4,4.52,-9.37221799659754
14.8,9.4,4.53,-9.48853334844771
14.8,9.4,4.54,-9.60783070621561
14.8,9.4,4.55,-9.73022205576617
14.8,9.4,4.56,-9.85582613342393
14.8,9.4,4.57,-9.98476893846244
14.8,9.4,4.58,-10.1171842941694
14.8,9.4,4.59,-10.2532144627116
14.8,9.4,4.6,-10.3930108196755
14.8,9.4,4.61,-10.5367345948977
14.8,9.4,4.62,-10.6845576870381
14.8,9.4,4.63,-10.8366635603011
14.8,9.4,4.64,-10.9932482327863
14.8,9.4,4.65,-11.1545213671749
14.8,9.4,4.66,-11.3207074758322
14.8,9.4,4.67,-11.4920472539604
14.8,9.4,4.68,-11.6687990561719
14.8,9.4,4.69,-11.8512405337823
14.8,9.4,4.7,-12.0396704522516
14.8,9.4,4.71,-12.2344107105041
14.8,9.4,4.72,-12.4358085863132
14.8,9.4,4.73,-12.644239234459
14.8,9.4,4.74,-12.8601084668293
14.8,9.4,4.75,-13.0838558458173
14.8,9.4,4.76,-13.3159581238994
14.8,9.4,4.77,-13.5569330625872
14.8,9.4,4.78,-13.8073436621018
14.8,9.4,4.79,-14.0678028276908
14.8,9.4,4.8,-14.3389784872473
14.8,9.4,4.81,-14.6215991542946
14.8,9.4,4.82,-14.9164598950244
14.8,9.4,4.83,-15.224428599407
14.8,9.4,4.84,-15.5464523611038
14.8,9.4,4.85,-15.883563618057
14.8,9.4,4.86,-16.2368854621594
14.8,9.4,4.87,-16.6076351398914
14.8,9.4,4.88,-16.9971241528983
14.8,9.4,4.89,-17.4067523951415
14.8,9.4,4.9,-17.837992219276
14.8,9.4,4.91,-18.2923558718871
14.8,9.4,4.92,-18.7713358443904
14.8,9.4,4.93,-19.2763015375337
14.8,9.4,4.94,-19.808326034118
14.8,9.4,4.95,-20.3679021225943
14.8,9.4,4.96,-20.9544853782648
14.8,9.4,4.97,-21.5657739257393
14.8,9.4,4.98,-22.1966053871018
14.8,9.4,4.99,-22.8373450712713
14.8,9.4,5,-23.4717207984692
14.8,9.4,5.01,-24.0743671124844
14.8,9.4,5.02,-24.6090691572272
14.8,9.4,5.03,-25.029841558027
14.8,9.4,5.04,-25.2876430568997
14.8,9.4,5.05,-25.3434916344503
14.8,9.4,5.06,-25.1829281019726
14.8,9.4,5.07,-24.8222547232973
14.8,9.4,5.08,-24.3015830607598
14.8,9.4,5.09,-23.6701965842055
14.8,9.4,5.1,-22.9737389229792
14.8,9.4,5.11,-22.247889886276
14.8,9.4,5.12,-21.5175308190236
14.8,9.4,5.13,-20.7985885266505
14.8,9.4,5.14,-20.1004917459326
14.8,9.4,5.15,-19.4283064713566
14.8,9.4,5.16,-18.7843151362035
14.8,9.4,5.17,-18.169093494779
14.8,9.4,5.18,-17.5822122711842
14.8,9.4,5.19,-17.0226816242408
14.8,9.4,5.2,-16.4892270199953
14.8,9.4,5.21,-15.980457253795
14.8,9.4,5.22,-15.4949644515826
14.8,9.4,5.23,-15.0313815724954
14.8,9.4,5.24,-14.588413574791
14.8,9.4,5.25,-14.1648524196529
14.8,9.4,5.26,-13.7595822984724
14.8,9.4,5.27,-13.371579082057
14.8,9.4,5.28,-12.999906487775
14.8,9.4,5.29,-12.6437105144562
14.8,9.4,5.3,-12.3022130984334
14.8,9.4,5.31,-11.9747055679902
14.8,9.4,5.32,-11.6605422365457
14.8,9.4,5.33,-11.359134326146
14.8,9.4,5.34,-11.0699443200439
14.8,9.4,5.35,-10.7924807859551
14.8,9.4,5.36,-10.5262936769801
14.8,9.4,5.37,-10.2709700969047
14.8,9.4,5.38,-10.0261305053244
14.8,9.4,5.39,-9.79142533237254
14.8,9.4,5.4,-9.56653197059931
14.8,9.4,5.41,-9.35115211134733
14.8,9.4,5.42,-9.14500939392026
14.8,9.4,5.43,-8.94784733738968
14.8,9.4,5.44,-8.75942752669411
14.8,9.4,5.45,-8.57952802654637
14.8,9.4,5.46,-8.40794199847469
14.8,9.4,5.47,-8.24447649801603
14.8,9.4,5.48,-8.08895143063958
14.8,9.4,5.49,-7.94119864640305
14.8,9.4,5.5,-7.80106115464419
14.8,9.4,5.51,-7.66839244120722
14.8,9.4,5.52,-7.54305587181506
14.8,9.4,5.53,-7.42492416624928
14.8,9.4,5.54,-7.31387892900696
14.8,9.4,5.55,-7.20981022308849
14.8,9.4,5.56,-7.11261617454827
14.8,9.4,5.57,-7.02220259642399
14.8,9.4,5.58,-6.93848262166434
14.8,9.4,5.59,-6.86137633570503
14.8,9.4,5.6,-6.79081040040984
14.8,9.4,5.61,-6.72671766219899
14.8,9.4,5.62,-6.66903673833422
14.8,9.4,5.63,-6.61771157652047
14.8,9.4,5.64,-6.57269098421122
14.8,9.4,5.65,-6.53392812526691
14.8,9.4,5.66,-6.50137998290059
14.8,9.4,5.67,-6.47500678914306
14.8,9.4,5.68,-6.45477142235394
14.8,9.4,5.69,-6.44063877557667
14.8,9.4,5.7,-6.43257509976436
14.8,9.4,5.71,-6.43054732706244
14.8,9.4,5.72,-6.43452238039957
14.8,9.4,5.73,-6.4444664765805
14.8,9.4,5.74,-6.46034443086733
14.8,9.4,5.75,-6.4821189716513
14.8,9.4,5.76,-6.50975007423294
14.8,9.4,5.77,-6.5431943229238
14.8,9.4,5.78,-6.58240431064328
14.8,9.4,5.79,-6.62732808490267
14.8,9.4,5.8,-6.67790864854377
14.8,9.4,5.81,-6.73408352284226
14.8,9.4,5.82,-6.79578437960938
14.8,9.4,5.83,-6.86293674776034
14.8,9.4,5.84,-6.93545979849113
14.8,9.4,5.85,-7.01326621176323
14.8,9.4,5.86,-7.09626212527572
14.8,9.4,5.87,-7.1843471655616
14.8,9.4,5.88,-7.27741455931947
14.8,9.4,5.89,-7.37535132164026
14.8,9.4,5.9,-7.4780385164432
14.8,9.4,5.91,-7.58535158324533
14.8,9.4,5.92,-7.69716072337689
14.8,9.4,5.93,-7.81333133794839
14.8,9.4,5.94,-7.93372450928784
14.8,9.4,5.95,-8.0581975172024
14.8,9.4,5.96,-8.18660438127669
14.8,9.4,5.97,-8.31879642048703
14.8,9.4,5.98,-8.45462282167178
14.8,9.4,5.99,-8.59393120882794
14.8,9.4,6,-8.73656820577767
14.8,9.6,3,-3.24930694389428
14.8,9.6,3.01,-3.28957361220891
14.8,9.6,3.02,-3.33082848083559
14.8,9.6,3.03,-3.37310538363329
14.8,9.6,3.04,-3.41643870537741
14.8,9.6,3.05,-3.46086320116829
14.8,9.6,3.06,-3.50641377490258
14.8,9.6,3.07,-3.55312521052312
14.8,9.6,3.08,-3.60103184907802
14.8,9.6,3.09,-3.65016720392864
14.8,9.6,3.1,-3.70056350577553
14.8,9.6,3.11,-3.7522511685578
14.8,9.6,3.12,-3.80525816677243
14.8,9.6,3.13,-3.8596093144212
14.8,9.6,3.14,-3.91532543570547
14.8,9.6,3.15,-3.97242241785693
14.8,9.6,3.16,-4.03091013724279
14.8,9.6,3.17,-4.09079125127089
14.8,9.6,3.18,-4.15205985082335
14.8,9.6,3.19,-4.21469997117343
14.8,9.6,3.2,-4.27868396381569
14.8,9.6,3.21,-4.34397073760134
14.8,9.6,3.22,-4.41050388525368
14.8,9.6,3.23,-4.47820972094381
14.8,9.6,3.24,-4.54699526627498
14.8,9.6,3.25,-4.61674623578103
14.8,9.6,3.26,-4.68732508874582
14.8,9.6,3.27,-4.75856923141108
14.8,9.6,3.28,-4.83028947175233
14.8,9.6,3.29,-4.90226884686506
14.8,9.6,3.3,-4.97426195905781
14.8,9.6,3.31,-5.04599496895055
14.8,9.6,3.32,-5.11716639973533
14.8,9.6,3.33,-5.18744890344977
14.8,9.6,3.34,-5.25649212472922
14.8,9.6,3.35,-5.32392676740741
14.8,9.6,3.36,-5.38936992266386
14.8,9.6,3.37,-5.45243165366951
14.8,9.6,3.38,-5.51272275232055
14.8,9.6,3.39,-5.56986349258433
14.8,9.6,3.4,-5.62349310879841
14.8,9.6,3.41,-5.67327963502724
14.8,9.6,3.42,-5.7189296640902
14.8,9.6,3.43,-5.76019753337373
14.8,9.6,3.44,-5.79689342897466
14.8,9.6,3.45,-5.82888992685589
14.8,9.6,3.46,-5.85612656144414
14.8,9.6,3.47,-5.87861212454417
14.8,9.6,3.48,-5.89642454083301
14.8,9.6,3.49,-5.9097083260857
14.8,9.6,3.5,-5.91866979363299
14.8,9.6,3.51,-5.92357031640057
14.8,9.6,3.52,-5.924718061989
14.8,9.6,3.53,-5.92245868717642
14.8,9.6,3.54,-5.91716550238015
14.8,9.6,3.55,-5.90922959823795
14.8,9.6,3.56,-5.89905037258074
14.8,9.6,3.57,-5.88702681677826
14.8,9.6,3.58,-5.87354982705443
14.8,9.6,3.59,-5.85899570966899
14.8,9.6,3.6,-5.84372095782443
14.8,9.6,3.61,-5.82805829924595
14.8,9.6,3.62,-5.81231395037438
14.8,9.6,3.63,-5.79676596734017
14.8,9.6,3.64,-5.78166355474249
14.8,9.6,3.65,-5.76722717879756
14.8,9.6,3.66,-5.75364932895349
14.8,9.6,3.67,-5.74109577865082
14.8,9.6,3.68,-5.72970720870432
14.8,9.6,3.69,-5.7196010733009
14.8,9.6,3.7,-5.71087360681653
14.8,9.6,3.71,-5.70360188800954
14.8,9.6,3.72,-5.69784589556107
14.8,9.6,3.73,-5.6936505047195
14.8,9.6,3.74,-5.69104738859155
14.8,9.6,3.75,-5.69005679928047
14.8,9.6,3.76,-5.69068921363798
14.8,9.6,3.77,-5.69294683602191
14.8,9.6,3.78,-5.6968249563447
14.8,9.6,3.79,-5.70231316609991
14.8,9.6,3.8,-5.70939643820488
14.8,9.6,3.81,-5.71805607862889
14.8,9.6,3.82,-5.72827055909476
14.8,9.6,3.83,-5.74001624082911
14.8,9.6,3.84,-5.75326799954817
14.8,9.6,3.85,-5.76799976172762
14.8,9.6,3.86,-5.784184961822
14.8,9.6,3.87,-5.80179692955201
14.8,9.6,3.88,-5.82080921573172
14.8,9.6,3.89,-5.84119586440865
14.8,9.6,3.9,-5.86293163837641
14.8,9.6,3.91,-5.8859922044146
14.8,9.6,3.92,-5.91035428393423
14.8,9.6,3.93,-5.93599577406962
14.8,9.6,3.94,-5.96289584366593
14.8,9.6,3.95,-5.99103500807006
14.8,9.6,3.96,-6.02039518614075
14.8,9.6,3.97,-6.05095974245214
14.8,9.6,3.98,-6.08271351727039
14.8,9.6,3.99,-6.11564284653313
14.8,9.6,4,-6.149735573753
14.8,9.6,4.01,-6.18498105549548
14.8,9.6,4.02,-6.22137016184514
14.8,9.6,4.03,-6.25889527306836
14.8,9.6,4.04,-6.2975502735026
14.8,9.6,4.05,-6.33733054354883
14.8,9.6,4.06,-6.37823295051164
14.8,9.6,4.07,-6.42025583891887
14.8,9.6,4.08,-6.46339902085687
14.8,9.6,4.09,-6.50766376677617
14.8,9.6,4.1,-6.55305279715417
14.8,9.6,4.11,-6.59957027534504
14.8,9.6,4.12,-6.64722180189963
14.8,9.6,4.13,-6.69601441060062
14.8,9.6,4.14,-6.745956566427
14.8,9.6,4.15,-6.797058165639
14.8,9.6,4.16,-6.84933053815599
14.8,9.6,4.17,-6.90278645238817
14.8,9.6,4.18,-6.95744012267433
14.8,9.6,4.19,-7.01330721947536
14.8,9.6,4.2,-7.07040488247271
14.8,9.6,4.21,-7.12875173672604
14.8,9.6,4.22,-7.18836791205097
14.8,9.6,4.23,-7.24927506578908
14.8,9.6,4.24,-7.31149640915597
14.8,9.6,4.25,-7.37505673737016
14.8,9.6,4.26,-7.43998246378565
14.8,9.6,4.27,-7.50630165827432
14.8,9.6,4.28,-7.57404409013064
14.8,9.6,4.29,-7.64324127580113
14.8,9.6,4.3,-7.71392653177486
14.8,9.6,4.31,-7.78613503300801
14.8,9.6,4.32,-7.859903877298
14.8,9.6,4.33,-7.9352721560684
14.8,9.6,4.34,-8.01228103207723
14.8,9.6,4.35,-8.0909738246182
14.8,9.6,4.36,-8.17139610284735
14.8,9.6,4.37,-8.25359578793731
14.8,9.6,4.38,-8.33762326483899
14.8,9.6,4.39,-8.42353150451662
14.8,9.6,4.4,-8.5113761976174
14.8,9.6,4.41,-8.60121590064399
14.8,9.6,4.42,-8.6931121958164
14.8,9.6,4.43,-8.78712986594291
14.8,9.6,4.44,-8.88333708576758
14.8,9.6,4.45,-8.98180563142886
14.8,9.6,4.46,-9.08261110985029
14.8,9.6,4.47,-9.18583321009433
14.8,9.6,4.48,-9.29155597894844
14.8,9.6,4.49,-9.39986812327927
14.8,9.6,4.5,-9.51086334199578
14.8,9.6,4.51,-9.62464069080594
14.8,9.6,4.52,-9.74130498334424
14.8,9.6,4.53,-9.86096723269547
14.8,9.6,4.54,-9.98374513785108
14.8,9.6,4.55,-10.1097636202227
14.8,9.6,4.56,-10.2391554160113
14.8,9.6,4.57,-10.3720617310081
14.8,9.6,4.58,-10.5086329653041
14.8,9.6,4.59,-10.6490295164223
14.8,9.6,4.6,-10.793422670602
14.8,9.6,4.61,-10.9419955933701
14.8,9.6,4.62,-11.0949444321838
14.8,9.6,4.63,-11.2524795458577
14.8,9.6,4.64,-11.4148268777567
14.8,9.6,4.65,-11.5822294924057
14.8,9.6,4.66,-11.7549492983262
14.8,9.6,4.67,-11.9332689836461
14.8,9.6,4.68,-12.1174941954734
14.8,9.6,4.69,-12.307955999315
14.8,9.6,4.7,-12.5050136611389
14.8,9.6,4.71,-12.7090578022402
14.8,9.6,4.72,-12.9205139861363
14.8,9.6,4.73,-13.1398468076089
14.8,9.6,4.74,-13.3675645671062
14.8,9.6,4.75,-13.6042246294733
14.8,9.6,4.76,-13.8504395849204
14.8,9.6,4.77,-14.1068843528649
14.8,9.6,4.78,-14.3743043964315
14.8,9.6,4.79,-14.6535252475969
14.8,9.6,4.8,-14.9454635806746
14.8,9.6,4.81,-15.2511401151279
14.8,9.6,4.82,-15.5716946766531
14.8,9.6,4.83,-15.9084037953444
14.8,9.6,4.84,-16.2627012650098
14.8,9.6,4.85,-16.6362021148032
14.8,9.6,4.86,-17.0307304263243
14.8,9.6,4.87,-17.4483513140744
14.8,9.6,4.88,-17.8914070748388
14.8,9.6,4.89,-18.3625568117261
14.8,9.6,4.9,-18.8648173866229
14.8,9.6,4.91,-19.4016006484259
14.8,9.6,4.92,-19.9767361594462
14.8,9.6,4.93,-20.5944574271544
14.8,9.6,4.94,-21.2593076807144
14.8,9.6,4.95,-21.9758781648682
14.8,9.6,4.96,-22.748207786247
14.8,9.6,4.97,-23.5785113444706
14.8,9.6,4.98,-24.4646083980558
14.8,9.6,4.99,-25.3949555100799
14.8,9.6,5,-26.3397334784559
14.8,9.6,5.01,-27.237231541596
14.8,9.6,5.02,-27.98064177941
14.8,9.6,5.03,-28.4256335441584
14.8,9.6,5.04,-28.4471159291117
14.8,9.6,5.05,-28.0230970031329
14.8,9.6,5.06,-27.252357367917
14.8,9.6,5.07,-26.2819995198035
14.8,9.6,5.08,-25.2344420600753
14.8,9.6,5.09,-24.1856688189245
14.8,9.6,5.1,-23.1746770997338
14.8,9.6,5.11,-22.2180831857132
14.8,9.6,5.12,-21.320661137847
14.8,9.6,5.13,-20.4814543434279
14.8,9.6,5.14,-19.6970015971003
14.8,9.6,5.15,-18.9629552285939
14.8,9.6,5.16,-18.2748582282179
14.8,9.6,5.17,-17.6284942884078
14.8,9.6,5.18,-17.0200251769657
14.8,9.6,5.19,-16.446024773822
14.8,9.6,5.2,-15.9034651229493
14.8,9.6,5.21,-15.3896823068472
14.8,9.6,5.22,-14.902335894045
14.8,9.6,5.23,-14.4393685307689
14.8,9.6,5.24,-13.9989685924543
14.8,9.6,5.25,-13.5795369707749
14.8,9.6,5.26,-13.179658170376
14.8,9.6,5.27,-12.798075472498
14.8,9.6,5.28,-12.4336697534372
14.8,9.6,5.29,-12.0854415003647
14.8,9.6,5.3,-11.7524955805815
14.8,9.6,5.31,-11.4340283591978
14.8,9.6,5.32,-11.1293168073992
14.8,9.6,5.33,-10.8377092905747
14.8,9.6,5.34,-10.5586177689173
14.8,9.6,5.35,-10.2915111813236
14.8,9.6,5.36,-10.0359098163651
14.8,9.6,5.37,-9.79138050217518
14.8,9.6,5.38,-9.55753247089651
14.8,9.6,5.39,-9.33401377353025
14.8,9.6,5.4,-9.12050813823565
14.8,9.6,5.41,-8.91673217990485
14.8,9.6,5.42,-8.7224328816629
14.8,9.6,5.43,-8.53738528021569
14.8,9.6,5.44,-8.36139029702967
14.8,9.6,5.45,-8.19427266644515
14.8,9.6,5.46,-8.03587892022592
14.8,9.6,5.47,-7.88607539590167
14.8,9.6,5.48,-7.74474624369753
14.8,9.6,5.49,-7.61179141395624
14.8,9.6,5.5,-7.48712461379001
14.8,9.6,5.51,-7.37067122826538
14.8,9.6,5.52,-7.26236620769733
14.8,9.6,5.53,-7.16215192855077
14.8,9.6,5.54,-7.06997604092694
14.8,9.6,5.55,-6.98578932053604
14.8,9.6,5.56,-6.90954354729177
14.8,9.6,5.57,-6.84118943607058
14.8,9.6,5.58,-6.78067464762487
14.8,9.6,5.59,-6.72794190900356
14.8,9.6,5.6,-6.68292727303345
14.8,9.6,5.61,-6.64555854539881
14.8,9.6,5.62,-6.61575390563442
14.8,9.6,5.63,-6.59342074497837
14.8,9.6,5.64,-6.57845473963777
14.8,9.6,5.65,-6.57073917278346
14.8,9.6,5.66,-6.5701445127294
14.8,9.6,5.67,-6.57652824853689
14.8,9.6,5.68,-6.58973497798972
14.8,9.6,5.69,-6.60959673679868
14.8,9.6,5.7,-6.63593355228165
14.8,9.6,5.71,-6.66855419985813
14.8,9.6,5.72,-6.70725713668689
14.8,9.6,5.73,-6.75183158378784
14.8,9.6,5.74,-6.80205872609505
14.8,9.6,5.75,-6.85771299909391
14.8,9.6,5.76,-6.91856343094998
14.8,9.6,5.77,-6.98437501024224
14.8,9.6,5.78,-7.05491005143192
14.8,9.6,5.79,-7.12992953286918
14.8,9.6,5.8,-7.20919438528646
14.8,9.6,5.81,-7.2924667121774
14.8,9.6,5.82,-7.37951092704587
14.8,9.6,5.83,-7.47009479608035
14.8,9.6,5.84,-7.56399037824392
14.8,9.6,5.85,-7.66097485796153
14.8,9.6,5.86,-7.76083126846544
14.8,9.6,5.87,-7.86334910637757
14.8,9.6,5.88,-7.96832484023414
14.8,9.6,5.89,-8.07556231739747
14.8,9.6,5.9,-8.18487307515185
14.8,9.6,5.91,-8.29607656278149
14.8,9.6,5.92,-8.40900028210075
14.8,9.6,5.93,-8.52347985429513
14.8,9.6,5.94,-8.63935902107561
14.8,9.6,5.95,-8.75648958808815
14.8,9.6,5.96,-8.87473131829656
14.8,9.6,5.97,-8.99395178270835
14.8,9.6,5.98,-9.11402617536935
14.8,9.6,5.99,-9.23483709904806
14.8,9.6,6,-9.35627432748575
14.8,9.8,3,-3.21359983497997
14.8,9.8,3.01,-3.25142156006725
14.8,9.8,3.02,-3.29080375210144
14.8,9.8,3.03,-3.33176893789891
14.8,9.8,3.04,-3.37433596185216
14.8,9.8,3.05,-3.41851940188699
14.8,9.8,3.06,-3.46432892841745
14.8,9.8,3.07,-3.51176860430025
14.8,9.8,3.08,-3.5608361246558
14.8,9.8,3.09,-3.61152199658428
14.8,9.8,3.1,-3.66380866031588
14.8,9.8,3.11,-3.71766955525003
14.8,9.8,3.12,-3.77306813671516
14.8,9.8,3.13,-3.82995685216789
14.8,9.8,3.14,-3.88827608899283
14.8,9.8,3.15,-3.94795311008477
14.8,9.8,3.16,-4.00890099799546
14.8,9.8,3.17,-4.07101763357171
14.8,9.8,3.18,-4.13418474061448
14.8,9.8,3.19,-4.19826703400395
14.8,9.8,3.2,-4.26311151473639
14.8,9.8,3.21,-4.32854696109131
14.8,9.8,3.22,-4.394383670273
14.8,9.8,3.23,-4.46041350882916
14.8,9.8,3.24,-4.52641033231888
14.8,9.8,3.25,-4.59213083438415
14.8,9.8,3.26,-4.65731588183223
14.8,9.8,3.27,-4.72169238483761
14.8,9.8,3.28,-4.78497573930059
14.8,9.8,3.29,-4.84687286133193
14.8,9.8,3.3,-4.90708581166904
14.8,9.8,3.31,-4.9653159809003
14.8,9.8,3.32,-5.02126877555192
14.8,9.8,3.33,-5.0746587118471
14.8,9.8,3.34,-5.12521479034993
14.8,9.8,3.35,-5.17268599334259
14.8,9.8,3.36,-5.21684672056791
14.8,9.8,3.37,-5.25750196087205
14.8,9.8,3.38,-5.29449198997211
14.8,9.8,3.39,-5.32769639004538
14.8,9.8,3.4,-5.35703720604796
14.8,9.8,3.41,-5.38248108629354
14.8,9.8,3.42,-5.40404029913649
14.8,9.8,3.43,-5.4217725705893
14.8,9.8,3.44,-5.43577974532888
14.8,9.8,3.45,-5.44620533121673
14.8,9.8,3.46,-5.45323104055768
14.8,9.8,3.47,-5.45707248576532
14.8,9.8,3.48,-5.4579742197912
14.8,9.8,3.49,-5.4562043308059
14.8,9.8,3.5,-5.4520488057931
14.8,9.8,3.51,-5.44580586984981
14.8,9.8,3.52,-5.43778048905946
14.8,9.8,3.53,-5.42827919752283
14.8,9.8,3.54,-5.41760537652435
14.8,9.8,3.55,-5.40605507887968
14.8,9.8,3.56,-5.39391345693137
14.8,9.8,3.57,-5.38145182059359
14.8,9.8,3.58,-5.36892532384167
14.8,9.8,3.59,-5.35657125502302
14.8,9.8,3.6,-5.34460788869958
14.8,9.8,3.61,-5.33323384432309
14.8,9.8,3.62,-5.32262788946267
14.8,9.8,3.63,-5.31294912189824
14.8,9.8,3.64,-5.30433746490423
14.8,9.8,3.65,-5.29691441269101
14.8,9.8,3.66,-5.2907839675037
14.8,9.8,3.67,-5.28603371563591
14.8,9.8,3.68,-5.28273599604165
14.8,9.8,3.69,-5.28094912187438
14.8,9.8,3.7,-5.28071862180713
14.8,9.8,3.71,-5.28207847415125
14.8,9.8,3.72,-5.28505231243261
14.8,9.8,3.73,-5.28965458611438
14.8,9.8,3.74,-5.29589166453607
14.8,9.8,3.75,-5.30376287587196
14.8,9.8,3.76,-5.31326147602811
14.8,9.8,3.77,-5.32437554494314
14.8,9.8,3.78,-5.33708880979275
14.8,9.8,3.79,-5.3513813961828
14.8,9.8,3.8,-5.36723050961448
14.8,9.8,3.81,-5.38461105037718
14.8,9.8,3.82,-5.40349616562574
14.8,9.8,3.83,-5.42385774277919
14.8,9.8,3.84,-5.44566684858148
14.8,9.8,3.85,-5.4688941182298
14.8,9.8,3.86,-5.49351009893468
14.8,9.8,3.87,-5.5194855521555
14.8,9.8,3.88,-5.54679171857786
14.8,9.8,3.89,-5.57540054968288
14.8,9.8,3.9,-5.60528490951875
14.8,9.8,3.91,-5.63641875003071
14.8,9.8,3.92,-5.66877726304945
14.8,9.8,3.93,-5.70233701178235
14.8,9.8,3.94,-5.73707604440516
14.8,9.8,3.95,-5.77297399211505
14.8,9.8,3.96,-5.81001215378295
14.8,9.8,3.97,-5.84817356913436
14.8,9.8,3.98,-5.88744308219432
14.8,9.8,3.99,-5.92780739655495
14.8,9.8,4,-5.96925512386109
14.8,9.8,4.01,-6.01177682676231
14.8,9.8,4.02,-6.0553650574462
14.8,9.8,4.03,-6.10001439274814
14.8,9.8,4.04,-6.14572146672515
14.8,9.8,4.05,-6.19248500148659
14.8,9.8,4.06,-6.24030583698873
14.8,9.8,4.07,-6.28918696042656
